param V1=10;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=123;
param Dem:=
0 0
1 5
2 4
3 4
4 8
5 15
6 22
7 1
8 41
9 6
10 4
;

param a:=
0 0
1 12
2 12
3 10
4 6
5 17
6 214
7 138
8 271
9 144
10 196
;

param b:=
0 1440
1 503
2 606
3 586
4 530
5 497
6 963
7 814
8 933
9 909
10 856
;

param s:=
1 31
2 44
3 44
4 30
5 37
6 43
7 36
8 34
9 40
10 41
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  4894230.768977 2696292.211538 10741198.481548 6586279.017776 1482344.420167 1093432.014347 4973605.623690 4832245.979873 5461450.797178 3573523.586042 
1 4894230.768977  .  3940753.375942 15616722.090119 1786131.193390 4207838.005437 4410043.184596 176162.879177 1109278.689059 3601383.596619 1606183.364377 
2 2696292.211538 3940753.375942  .  12328443.290619 5173304.132757 3453554.726655 3257365.809976 3921619.921665 3284341.593075 2904046.859126 2342792.600722 
3 10741198.481548 15616722.090119 12328443.290619  .  17240683.105956 11778305.022371 11450061.975815 15682740.583202 15388446.901816 15042888.040865 14174073.509052 
4 6586279.017776 1786131.193390 5173304.132757 17240683.105956  .  5988935.935540 6178094.270080 1660197.699071 1895474.465668 3726795.928140 3066792.076421 
5 1482344.420167 4207838.005437 3453554.726655 11778305.022371 5988935.935540  .  396221.970617 4328823.789437 4479070.297506 5773673.105572 3289436.681257 
6 1093432.014347 4410043.184596 3257365.809976 11450061.975815 6178094.270080 396221.970617  .  4520577.800459 4592101.501491 5718045.842768 3367462.232899 
7 4973605.623690 176162.879177 3921619.921665 15682740.583202 1660197.699071 4328823.789437 4520577.800459  .  971437.023178 3463239.086462 1606493.187038 
8 4832245.979873 1109278.689059 3284341.593075 15388446.901816 1895474.465668 4479070.297506 4592101.501491 971437.023178  .  2492978.383380 1259306.241547 
9 5461450.797178 3601383.596619 2904046.859126 15042888.040865 3726795.928140 5773673.105572 5718045.842768 3463239.086462 2492978.383380  .  2834327.399931 
10 3573523.586042 1606183.364377 2342792.600722 14174073.509052 3066792.076421 3289436.681257 3367462.232899 1606493.187038 1259306.241547 2834327.399931  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  58.730769 32.355507 128.894382 79.035348 17.788133 13.121184 59.683267 57.986952 65.537410 42.882283 
1 58.730769  .  47.289041 187.400665 21.433574 50.494056 52.920518 2.113955 13.311344 43.216603 19.274200 
2 32.355507 47.289041  .  147.941319 62.079650 41.442657 39.088390 47.059439 39.412099 34.848562 28.113511 
3 128.894382 187.400665 147.941319  .  206.888197 141.339660 137.400744 188.192887 184.661363 180.514656 170.088882 
4 79.035348 21.433574 62.079650 206.888197  .  71.867231 74.137131 19.922372 22.745694 44.721551 36.801505 
5 17.788133 50.494056 41.442657 141.339660 71.867231  .  4.754664 51.945885 53.748844 69.284077 39.473240 
6 13.121184 52.920518 39.088390 137.400744 74.137131 4.754664  .  54.246934 55.105218 68.616550 40.409547 
7 59.683267 2.113955 47.059439 188.192887 19.922372 51.945885 54.246934  .  11.657244 41.558869 19.277918 
8 57.986952 13.311344 39.412099 184.661363 22.745694 53.748844 55.105218 11.657244  .  29.915741 15.111675 
9 65.537410 43.216603 34.848562 180.514656 44.721551 69.284077 68.616550 41.558869 29.915741  .  34.011929 
10 42.882283 19.274200 28.113511 170.088882 36.801505 39.473240 40.409547 19.277918 15.111675 34.011929  .  
;

