param V1=10;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=171;
param Dem:=
0 0
1 18
2 10
3 9
4 16
5 2
6 9
7 27
8 57
9 10
10 13
;

param a:=
0 0
1 5
2 2
3 4
4 5
5 3
6 171
7 67
8 81
9 95
10 169
;

param b:=
0 1440
1 538
2 541
3 543
4 599
5 521
6 866
7 794
8 823
9 789
10 938
;

param s:=
1 35
2 38
3 45
4 33
5 45
6 36
7 30
8 42
9 39
10 34
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  743701.929539 712190.318665 4461280.265798 502702.864523 6329361.835920 4120305.654808 1192740.885524 153798.862154 5771280.587530 6459905.696680 
1 743701.929539  .  344164.451970 4256989.204825 1103070.827282 6049735.618190 3888481.196282 449043.093700 844543.930178 5529957.007066 6137402.145045 
2 712190.318665 344164.451970  .  4598398.699547 914364.445940 6393899.182815 4231082.827178 646309.128823 752757.597105 5873552.203735 6480817.309568 
3 4461280.265798 4256989.204825 4598398.699547  .  4952837.152582 1917123.866629 391047.569027 4195539.918771 4609286.734409 1320440.839265 2138168.375035 
4 502702.864523 1103070.827282 914364.445940 4952837.152582  .  6827417.861827 4615939.589514 1527215.194398 349270.124689 6265673.646943 6961086.140826 
5 6329361.835920 6049735.618190 6393899.182815 1917123.866629 6827417.861827  .  2216881.611012 5922231.556601 6480200.753063 630205.212609 408492.741674 
6 4120305.654808 3888481.196282 4231082.827178 391047.569027 4615939.589514 2216881.611012  .  3814887.163605 4270016.683064 1652011.229696 2392468.893265 
7 1192740.885524 449043.093700 646309.128823 4195539.918771 1527215.194398 5922231.556601 3814887.163605  .  1290198.267709 5430964.555215 5981469.017725 
8 153798.862154 844543.930178 752757.597105 4609286.734409 349270.124689 6480200.753063 4270016.683064 1290198.267709  .  5920519.805727 6612269.580106 
9 5771280.587530 5529957.007066 5873552.203735 1320440.839265 6265673.646943 630205.212609 1652011.229696 5430964.555215 5920519.805727  .  957390.416706 
10 6459905.696680 6137402.145045 6480817.309568 2138168.375035 6961086.140826 408492.741674 2392468.893265 5981469.017725 6612269.580106 957390.416706  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  8.924423 8.546284 53.535363 6.032434 75.952342 49.443668 14.312891 1.845586 69.255367 77.518868 
1 8.924423  .  4.129973 51.083870 13.236850 72.596827 46.661774 5.388517 10.134527 66.359484 73.648826 
2 8.546284 4.129973  .  55.180784 10.972373 76.726790 50.772994 7.755710 9.033091 70.482626 77.769808 
3 53.535363 51.083870 55.180784  .  59.434046 23.005486 4.692571 50.346479 55.311441 15.845290 25.658021 
4 6.032434 13.236850 10.972373 59.434046  .  81.929014 55.391275 18.326582 4.191241 75.188084 83.533034 
5 75.952342 72.596827 76.726790 23.005486 81.929014  .  26.602579 71.066779 77.762409 7.562463 4.901913 
6 49.443668 46.661774 50.772994 4.692571 55.391275 26.602579  .  45.778646 51.240200 19.824135 28.709627 
7 14.312891 5.388517 7.755710 50.346479 18.326582 71.066779 45.778646  .  15.482379 65.171575 71.777628 
8 1.845586 10.134527 9.033091 55.311441 4.191241 77.762409 51.240200 15.482379  .  71.046238 79.347235 
9 69.255367 66.359484 70.482626 15.845290 75.188084 7.562463 19.824135 65.171575 71.046238  .  11.488685 
10 77.518868 73.648826 77.769808 25.658021 83.533034 4.901913 28.709627 71.777628 79.347235 11.488685  .  
;

