param V1=10;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=54;
param Dem:=
0 0
1 4
2 6
3 3
4 12
5 9
6 11
7 8
8 6
9 6
10 18
;

param a:=
0 0
1 8
2 16
3 18
4 17
5 13
6 177
7 94
8 121
9 119
10 280
;

param b:=
0 1440
1 536
2 535
3 612
4 555
5 512
6 946
7 849
8 867
9 791
10 1042
;

param s:=
1 33
2 31
3 41
4 42
5 38
6 37
7 32
8 39
9 39
10 41
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  4574460.144104 2647787.765286 3067014.316889 4441655.159960 4768640.898621 5450683.586487 10887892.994055 5450380.612398 10933500.059908 5165572.437785 
1 4574460.144104  .  2999436.913822 3416995.348256 264338.967994 194692.192961 2473614.377788 15297332.432160 2517473.974046 15336907.379586 1175000.000000 
2 2647787.765286 2999436.913822  .  640852.627365 3019282.459460 3155859.225314 2909388.109208 12530390.312357 2899490.315555 12564399.965378 4039385.695870 
3 3067014.316889 3416995.348256 640852.627365  .  3474902.487840 3554191.846257 2831453.849174 12424711.855411 2810360.297186 12455215.560559 4516573.171111 
4 4441655.159960 264338.967994 3019282.459460 3474902.487840  .  409940.800604 2715774.106954 15214909.875842 2758389.620775 15255556.014777 1048706.865621 
5 4768640.898621 194692.192961 3155859.225314 3554191.846257 409940.800604  .  2443931.230620 15483421.328957 2489937.485159 15522751.279976 1124128.573607 
6 5450683.586487 2473614.377788 2909388.109208 2831453.849174 2715774.106954 2443931.230620  .  15230114.948023 52791.097734 15258618.676669 3534550.762120 
7 10887892.994055 15297332.432160 12530390.312357 12424711.855411 15214909.875842 15483421.328957 15230114.948023  .  15202943.586359 76471.236423 16031762.770825 
8 5450380.612398 2517473.974046 2899490.315555 2810360.297186 2758389.620775 2489937.485159 52791.097734 15202943.586359  .  15231236.609678 3582708.641517 
9 10933500.059908 15336907.379586 12564399.965378 12455215.560559 15255556.014777 15522751.279976 15258618.676669 76471.236423 15231236.609678  .  16075089.641119 
10 5165572.437785 1175000.000000 4039385.695870 4516573.171111 1048706.865621 1124128.573607 3534550.762120 16031762.770825 3582708.641517 16075089.641119  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  54.893522 31.773453 36.804172 53.299862 57.223691 65.408203 130.654716 65.404567 131.202001 61.986869 
1 54.893522  .  35.993243 41.003944 3.172068 2.336306 29.683373 183.567989 30.209688 184.042889 14.100000 
2 31.773453 35.993243  .  7.690232 36.231390 37.870311 34.912657 150.364684 34.793884 150.772800 48.472628 
3 36.804172 41.003944 7.690232  .  41.698830 42.650302 33.977446 149.096542 33.724324 149.462587 54.198878 
4 53.299862 3.172068 36.231390 41.698830  .  4.919290 32.589289 182.578919 33.100675 183.066672 12.584482 
5 57.223691 2.336306 37.870311 42.650302 4.919290  .  29.327175 185.801056 29.879250 186.273015 13.489543 
6 65.408203 29.683373 34.912657 33.977446 32.589289 29.327175  .  182.761379 0.633493 183.103424 42.414609 
7 130.654716 183.567989 150.364684 149.096542 182.578919 185.801056 182.761379  .  182.435323 0.917655 192.381153 
8 65.404567 30.209688 34.793884 33.724324 33.100675 29.879250 0.633493 182.435323  .  182.774839 42.992504 
9 131.202001 184.042889 150.772800 149.462587 183.066672 186.273015 183.103424 0.917655 182.774839  .  192.901076 
10 61.986869 14.100000 48.472628 54.198878 12.584482 13.489543 42.414609 192.381153 42.992504 192.901076  .  
;

