param V1=10;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=57;
param Dem:=
0 0
1 3
2 4
3 12
4 8
5 2
6 9
7 19
8 19
9 6
10 5
;

param a:=
0 0
1 27
2 38
3 11
4 28
5 2
6 188
7 185
8 198
9 85
10 73
;

param b:=
0 1440
1 615
2 579
3 568
4 553
5 581
6 862
7 926
8 944
9 828
10 788
;

param s:=
1 45
2 34
3 35
4 30
5 34
6 35
7 37
8 35
9 43
10 32
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  3313633.167688 5112686.231327 5984563.910595 5282350.690744 6459595.743543 5972175.979490 4439673.053278 3870094.051829 4960168.707816 485558.667928 
1 3313633.167688  .  2388062.396588 2700885.056792 2110023.717876 3280696.365103 2714915.615632 1227159.358030 765262.007420 2205196.431160 3679672.231327 
2 5112686.231327 2388062.396588  .  2739886.366257 2905275.897398 3579257.108675 2905397.785158 2501149.343802 2643423.668276 182947.123508 5330476.008763 
3 5984563.910595 2700885.056792 2739886.366257  .  870725.088647 839385.018928 201787.536781 1556716.473864 2132012.272479 2657422.384567 6371248.959192 
4 5282350.690744 2110023.717876 2905275.897398 870725.088647  .  1182890.836045 762639.974038 882949.602186 1421033.514735 2776722.746332 5694208.780858 
5 6459595.743543 3280696.365103 3579257.108675 839385.018928 1182890.836045  .  685702.501089 2058622.532180 2603869.770169 3495367.462800 6875264.437823 
6 5972175.979490 2714915.615632 2905397.785158 201787.536781 762639.974038 685702.501089  .  1532606.841300 2104995.529686 2815947.403628 6368249.198171 
7 4439673.053278 1227159.358030 2501149.343802 1556716.473864 882949.602186 2058622.532180 1532606.841300  .  575322.735515 2340106.239041 4838759.101257 
8 3870094.051829 765262.007420 2643423.668276 2132012.272479 1421033.514735 2603869.770169 2104995.529686 575322.735515  .  2467048.349749 4275375.549586 
9 4960168.707816 2205196.431160 182947.123508 2657422.384567 2776722.746332 3495367.462800 2815947.403628 2340106.239041 2467048.349749  .  5186963.428635 
10 485558.667928 3679672.231327 5330476.008763 6371248.959192 5694208.780858 6875264.437823 6368249.198171 4838759.101257 4275375.549586 5186963.428635  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  39.763598 61.352235 71.814767 63.388208 77.515149 71.666112 53.276077 46.441129 59.522024 5.826704 
1 39.763598  .  28.656749 32.410621 25.320285 39.368356 32.578987 14.725912 9.183144 26.462357 44.156067 
2 61.352235 28.656749  .  32.878636 34.863311 42.951085 34.864773 30.013792 31.721084 2.195365 63.965712 
3 71.814767 32.410621 32.878636  .  10.448701 10.072620 2.421450 18.680598 25.584147 31.889069 76.454988 
4 63.388208 25.320285 34.863311 10.448701  .  14.194690 9.151680 10.595395 17.052402 33.320673 68.330505 
5 77.515149 39.368356 42.951085 10.072620 14.194690  .  8.228430 24.703470 31.246437 41.944410 82.503173 
6 71.666112 32.578987 34.864773 2.421450 9.151680 8.228430  .  18.391282 25.259946 33.791369 76.418990 
7 53.276077 14.725912 30.013792 18.680598 10.595395 24.703470 18.391282  .  6.903873 28.081275 58.065109 
8 46.441129 9.183144 31.721084 25.584147 17.052402 31.246437 25.259946 6.903873  .  29.604580 51.304507 
9 59.522024 26.462357 2.195365 31.889069 33.320673 41.944410 33.791369 28.081275 29.604580  .  62.243561 
10 5.826704 44.156067 63.965712 76.454988 68.330505 82.503173 76.418990 58.065109 51.304507 62.243561  .  
;

