param V1=20;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=144;
param Dem:=
0 0
1 28
2 13
3 7
4 19
5 6
6 13
7 47
8 22
9 1
10 27
11 2
12 8
13 2
14 48
15 8
16 13
17 6
18 8
19 4
20 10
;

param a:=
0 0
1 11
2 30
3 38
4 16
5 23
6 23
7 45
8 47
9 31
10 20
11 209
12 92
13 259
14 200
15 326
16 123
17 85
18 293
19 162
20 117
;

param b:=
0 1440
1 499
2 561
3 634
4 534
5 540
6 510
7 634
8 537
9 540
10 588
11 988
12 769
13 1012
14 978
15 1071
16 839
17 861
18 1042
19 915
20 846
;

param s:=
1 39
2 33
3 42
4 38
5 42
6 30
7 41
8 38
9 41
10 30
11 39
12 42
13 41
14 36
15 42
16 34
17 34
18 43
19 43
20 41
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	:=
0  .  5394276.123819 11109305.018767 5107350.436381 5551404.453830 5435265.282394 6266945.758502 4577696.745089 3960109.700501 11721650.893965 6454807.851517 1118433.230014 4938327.815162 11312773.098140 149270.124271 822547.949970 5494142.572777 1341020.048321 893209.874554 2626999.354777 5423065.236561 
1 5394276.123819  .  16490843.139755 287744.921762 260641.842381 42299.054363 880902.083094 2117865.399406 1601290.735625 17112795.243910 1066969.887110 6033466.447242 471581.562405 16697592.493830 5540802.513174 6209270.392727 4480150.351272 6642345.405804 5473986.088766 4448350.612306 94873.073103 
2 11109305.018767 16490843.139755  .  16203140.744930 16633275.223178 16531170.986049 17354406.995919 15316902.802133 14986876.324305 781769.735920 17542207.523570 10679079.277260 16028032.394839 242724.555824 10960964.027402 10309990.764787 15047101.031428 9954241.829994 11064060.413790 12632568.323583 16513977.943548 
3 5107350.436381 287744.921762 16203140.744930  .  479277.007585 328120.541874 1163360.795282 1954946.047849 1330836.503858 16825349.736633 1350469.459114 5753984.588961 194586.356151 16409936.920354 5253763.691869 5922819.599650 4355528.079349 6358224.636642 5187482.892502 4188804.584843 322582.206577 
4 5551404.453830 260641.842381 16633275.223178 479277.007585  .  229675.989167 722812.458387 2041369.932178 1681960.906204 17261247.847418 909926.903658 6221138.355639 617870.941217 16841668.331849 5696756.831742 6369810.209104 4352070.139600 6815090.138802 5595494.341879 4487597.854086 173538.727666 
5 5435265.282394 42299.054363 16531170.986049 328120.541874 229675.989167  .  838838.202516 2132150.599747 1635407.536365 17153466.305386 1025043.613706 6075597.638093 509157.500190 16738016.779177 5581736.620443 6250450.866938 4486798.453240 6684049.139556 5512731.469063 4479216.154641 81191.686767 
6 6266945.758502 880902.083094 17354406.995919 1163360.795282 722812.458387 838838.202516  .  2616112.002572 2400780.244004 17980788.461578 187936.425421 6914298.397524 1328700.737563 17562421.337902 6412848.341416 7083826.554201 4779870.672937 7521576.260997 6318278.843166 5175664.561194 844194.823486 
7 4577696.745089 2117865.399406 15316902.802133 1954946.047849 2041369.932178 2132150.599747 2616112.002572  .  1197546.796580 15986989.206539 2766163.467693 5510124.125644 1797363.430139 15536413.399495 4702426.556577 5378482.159494 2427679.818263 5918470.099612 4319004.891176 2748869.822309 2059132.887892 
8 3960109.700501 1601290.735625 14986876.324305 1330836.503858 1681960.906204 1635407.536365 2400780.244004 1197546.796580  .  15625309.884927 2585479.707907 4743636.289810 1136508.728519 15197962.066343 4100703.326260 4782631.979360 3522681.519808 5266471.776246 3929764.705424 2863798.891333 1595580.258088 
9 11721650.893965 17112795.243910 781769.735920 16825349.736633 17261247.847418 17153466.305386 17980788.461578 15986989.206539 15625309.884927  .  18168712.035805 11244486.108756 16652750.206798 541161.759551 11574157.803054 10914473.429809 15771535.323170 10536070.598188 11712568.041211 13319765.067373 17138503.694314 
10 6454807.851517 1066969.887110 17542207.523570 1350469.459114 909926.903658 1025043.613706 187936.425421 2766163.467693 2585479.707907 18168712.035805  .  7099682.610512 1516608.575078 17750268.007272 6600734.044786 7271593.655451 4887043.745456 7708641.276516 6505045.281933 5349675.650916 1031907.747815 
11 1118433.230014 6033466.447242 10679079.277260 5753984.588961 6221138.355639 6075597.638093 6914298.397524 5510124.125644 4743636.289810 11244486.108756 7099682.610512  .  5603688.387125 10869269.300188 1079208.469203 885027.965660 6594520.569382 788148.539300 1941622.746571 3742705.644317 6076263.573118 
12 4938327.815162 471581.562405 16028032.394839 194586.356151 617870.941217 509157.500190 1328700.737563 1797363.430139 1136508.728519 16652750.206798 1516608.575078 5603688.387125  .  16235495.967170 5084168.024367 5755611.679049 4211344.797093 6197893.327575 5004176.268878 3994308.450783 485945.562795 
13 11312773.098140 16697592.493830 242724.555824 16409936.920354 16841668.331849 16738016.779177 17562421.337902 15536413.399495 15197962.066343 541161.759551 17750268.007272 10869269.300188 16235495.967170  .  11164639.940455 10511110.412321 15280173.601763 10148904.226566 11277426.428490 12856320.441713 16721428.025441 
14 149270.124271 5540802.513174 10960964.027402 5253763.691869 5696756.831742 5581736.620443 6412848.341416 4702426.556577 4100703.326260 11574157.803054 6600734.044786 1079208.469203 5084168.024367 11164639.940455  .  683651.153733 5570866.225283 1221882.154711 875596.282541 2690559.514302 5569101.436498 
15 822547.949970 6209270.392727 10309990.764787 5922819.599650 6369810.209104 6250450.866938 7083826.554201 5378482.159494 4782631.979360 10914473.429809 7271593.655451 885027.965660 5755611.679049 10511110.412321 683651.153733  .  6145032.367693 591568.846374 1295077.128977 3246197.437002 6239688.848813 
16 5494142.572777 4480150.351272 15047101.031428 4355528.079349 4352070.139600 4486798.453240 4779870.672937 2427679.818263 3522681.519808 15771535.323170 4887043.745456 6594520.569382 4211344.797093 15280173.601763 5570866.225283 6145032.367693  .  6736186.435959 4865132.591204 2899590.488328 4408234.350622 
17 1341020.048321 6642345.405804 9954241.829994 6358224.636642 6815090.138802 6684049.139556 7521576.260997 5918470.099612 5266471.776246 10536070.598188 7708641.276516 788148.539300 6197893.327575 10148904.226566 1221882.154711 591568.846374 6736186.435959  .  1884735.644593 3837617.450971 6678285.109966 
18 893209.874554 5473986.088766 11064060.413790 5187482.892502 5595494.341879 5512731.469063 6318278.843166 4319004.891176 3929764.705424 11712568.041211 6505045.281933 1941622.746571 5004176.268878 11277426.428490 875596.282541 1295077.128977 4865132.591204 1884735.644593  .  1966915.384555 5487657.879278 
19 2626999.354777 4448350.612306 12632568.323583 4188804.584843 4487597.854086 4479216.154641 5175664.561194 2748869.822309 2863798.891333 13319765.067373 5349675.650916 3742705.644317 3994308.450783 12856320.441713 2690559.514302 3246197.437002 2899590.488328 3837617.450971 1966915.384555  .  4429942.560576 
20 5423065.236561 94873.073103 16513977.943548 322582.206577 173538.727666 81191.686767 844194.823486 2059132.887892 1595580.258088 17138503.694314 1031907.747815 6076263.573118 485945.562795 16721428.025441 5569101.436498 6239688.848813 4408234.350622 6678285.109966 5487657.879278 4429942.560576  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	:=
