param V1=15;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=2;
param M=9000000;
param CV=100000;
param U=189;
param Dem:=
0 0
1 63
2 17
3 7
4 19
5 15
6 31
7 43
8 8
9 2
10 5
11 19
12 21
13 11
14 9
15 5
;

param a:=
0 0
1 6
2 3
3 3
4 4
5 5
6 6
7 4
8 2
9 320
10 274
11 104
12 310
13 251
14 206
15 106
;

param b:=
0 1440
1 560
2 501
3 488
4 511
5 599
6 542
7 596
8 513
9 1100
10 939
11 794
12 1067
13 1029
14 880
15 808
;

param s:=
1 44
2 40
3 35
4 36
5 36
6 31
7 37
8 44
9 45
10 43
11 42
12 41
13 39
14 32
15 40
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  773274.653665 5582588.619091 4300617.230119 1802757.657035 1324962.799478 2002542.274210 6192148.945237 4934782.735846 1912559.470131 176101.022144 3588025.653476 2652313.623989 11341257.477458 4602567.971253 4012704.975450 
1 773274.653665  .  6283180.922113 4980327.608702 2298113.530703 935549.918497 2593452.349668 6879546.721260 5380671.471108 2642114.945680 616812.613360 4236961.772308 2938287.101357 10617740.710716 5297334.433467 4641203.892311 
2 5582588.619091 6283180.922113  .  1330706.988785 4173549.484551 6859721.980518 3766949.440861 649446.756863 2939861.047737 4579546.904027 5758524.750316 2127634.028681 4341980.434088 16898235.330945 987930.463140 1858398.119349 
3 4300617.230119 4980327.608702 1330706.988785  .  2842857.578212 5599616.117199 2439124.638062 1900000.000000 2282372.425789 3524549.538251 4475565.529629 800421.520200 3067283.651702 15585733.130334 370410.110553 639905.696177 
4 1802757.657035 2298113.530703 4173549.484551 2842857.578212  .  3100782.683453 450663.521932 4722077.848786 3132226.977727 2437675.256179 1949779.474710 2050978.210513 1063370.871333 12791000.742710 3194695.982406 2405183.379703 
5 1324962.799478 935549.918497 6859721.980518 5599616.117199 3100782.683453  .  3326393.401268 7479951.915621 6226170.387164 2723307.863901 1160661.557044 4904330.817757 3840263.410236 10143749.467036 5888783.080569 5333726.787154 
6 2002542.274210 2593452.349668 3766949.440861 2439124.638062 450663.521932 3326393.401268  .  4332058.286773 2999380.117624 2239721.343736 2166064.913616 1662306.112002 1325179.233161 13158479.988585 2782255.820373 2049877.971978 
7 6192148.945237 6879546.721260 649446.756863 1900000.000000 4722077.848786 7479951.915621 4332058.286773  .  3084763.182158 5228328.265094 6367673.579102 2672540.852822 4794333.008876 17485229.687082 1591214.520421 2342361.906282 
8 4934782.735846 5380671.471108 2939861.047737 2282372.425789 3132226.977727 6226170.387164 2999380.117624 3084763.182158  .  5014402.598375 5081355.197189 2107619.723764 2534040.467317 15513970.150803 2512779.580465 1776314.704662 
9 1912559.470131 2642114.945680 4579546.904027 3524549.538251 2437675.256179 2723307.863901 2239721.343736 5228328.265094 5014402.598375  .  2036645.361025 3078016.878671 3498468.304499 12809513.569007 3708820.763988 3530547.509380 
10 176101.022144 616812.613360 5758524.750316 4475565.529629 1949779.474710 1160661.557044 2166064.913616 6367673.579102 5081355.197189 2036645.361025  .  3760450.028919 2764853.922000 11165633.882588 4778270.400469 4183369.776866 
11 3588025.653476 4236961.772308 2127634.028681 800421.520200 2050978.210513 4904330.817757 1662306.112002 2672540.852822 2107619.723764 3078016.878671 3760450.028919  .  2295155.683173 14820686.948317 1165055.208992 457491.912497 
12 2652313.623989 2938287.101357 4341980.434088 3067283.651702 1063370.871333 3840263.410236 1325179.233161 4794333.008876 2534040.467317 3498468.304499 2764853.922000 2295155.683173  .  13014471.007690 3437651.153040 2483842.527215 
13 11341257.477458 10617740.710716 16898235.330945 15585733.130334 12791000.742710 10143749.467036 13158479.988585 17485229.687082 15513970.150803 12809513.569007 11165633.882588 14820686.948317 13014471.007690  .  15911002.370058 15195558.663307 
14 4602567.971253 5297334.433467 987930.463140 370410.110553 3194695.982406 5888783.080569 2782255.820373 1591214.520421 2512779.580465 3708820.763988 4778270.400469 1165055.208992 3437651.153040 15911002.370058  .  992160.596879 
15 4012704.975450 4641203.892311 1858398.119349 639905.696177 2405183.379703 5333726.787154 2049877.971978 2342361.906282 1776314.704662 3530547.509380 4183369.776866 457491.912497 2483842.527215 15195558.663307 992160.596879  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  9.279296 66.991063 51.607407 21.633092 15.899554 24.030507 74.305787 59.217393 22.950714 2.113212 43.056308 31.827763 136.095090 55.230816 48.152460 
1 9.279296  .  75.398171 59.763931 27.577362 11.226599 31.121428 82.554561 64.568058 31.705379 7.401751 50.843541 35.259445 127.412889 63.568013 55.694447 
2 66.991063 75.398171  .  15.968484 50.082594 82.316664 45.203393 7.793361 35.278333 54.954563 69.102297 25.531608 52.103765 202.778824 11.855166 22.300777 
3 51.607407 59.763931 15.968484  .  34.114291 67.195393 29.269496 22.800000 27.388469 42.294594 53.706786 9.605058 36.807404 187.028798 4.444921 7.678868 
4 21.633092 27.577362 50.082594 34.114291  .  37.209392 5.407962 56.664934 37.586724 29.252103 23.397354 24.611739 12.760450 153.492009 38.336352 28.862201 
5 15.899554 11.226599 82.316664 67.195393 37.209392  .  39.916721 89.759423 74.714045 32.679694 13.927939 58.851970 46.083161 121.724994 70.665397 64.004721 
6 24.030507 31.121428 45.203393 29.269496 5.407962 39.916721  .  51.984699 35.992561 26.876656 25.992779 19.947673 15.902151 157.901760 33.387070 24.598536 
7 74.305787 82.554561 7.793361 22.800000 56.664934 89.759423 51.984699  .  37.017158 62.739939 76.412083 32.070490 57.531996 209.822756 19.094574 28.108343 
8 59.217393 64.568058 35.278333 27.388469 37.586724 74.714045 35.992561 37.017158  .  60.172831 60.976262 25.291437 30.408486 186.167642 30.153355 21.315776 
9 22.950714 31.705379 54.954563 42.294594 29.252103 32.679694 26.876656 62.739939 60.172831  .  24.439744 36.936203 41.981620 153.714163 44.505849 42.366570 
10 2.113212 7.401751 69.102297 53.706786 23.397354 13.927939 25.992779 76.412083 60.976262 24.439744  .  45.125400 33.178247 133.987607 57.339245 50.200437 
11 43.056308 50.843541 25.531608 9.605058 24.611739 58.851970 19.947673 32.070490 25.291437 36.936203 45.125400  .  27.541868 177.848243 13.980663 5.489903 
12 31.827763 35.259445 52.103765 36.807404 12.760450 46.083161 15.902151 57.531996 30.408486 41.981620 33.178247 27.541868  .  156.173652 41.251814 29.806110 
13 136.095090 127.412889 202.778824 187.028798 153.492009 121.724994 157.901760 209.822756 186.167642 153.714163 133.987607 177.848243 156.173652  .  190.932028 182.346704 
14 55.230816 63.568013 11.855166 4.444921 38.336352 70.665397 33.387070 19.094574 30.153355 44.505849 57.339245 13.980663 41.251814 190.932028  .  11.905927 
15 48.152460 55.694447 22.300777 7.678868 28.862201 64.004721 24.598536 28.108343 21.315776 42.366570 50.200437 5.489903 29.806110 182.346704 11.905927  .  
;

