param V1=15;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=111;
param Dem:=
0 0
1 9
2 4
3 9
4 1
5 8
6 11
7 1
8 13
9 35
10 37
11 20
12 7
13 6
14 4
15 7
;

param a:=
0 0
1 18
2 16
3 13
4 18
5 3
6 5
7 3
8 3
9 353
10 230
11 279
12 336
13 323
14 158
15 99
;

param b:=
0 1440
1 552
2 517
3 518
4 566
5 581
6 588
7 504
8 483
9 1095
10 1009
11 970
12 1028
13 1060
14 858
15 775
;

param s:=
1 40
2 40
3 35
4 33
5 35
6 31
7 41
8 39
9 39
10 42
11 35
12 38
13 39
14 38
15 31
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  5550680.283533 4121897.117833 1778831.639026 6251826.569891 5276619.449989 5910346.958513 11721650.893965 6289405.416254 1048968.455198 3062879.498119 2931606.830733 10788543.256622 2398589.493848 3260019.547487 5690305.883694 
1 5550680.283533  .  1478965.618262 4205871.302120 701876.947905 10765427.330580 510947.844697 17263457.830052 786890.246477 5077416.588187 4479624.003195 3065342.558345 16310247.696770 4051764.318171 4677355.628985 790359.943317 
2 4121897.117833 1478965.618262  .  2727246.972681 2173490.522179 9377716.669318 1790305.281230 15809938.350607 2174409.418670 3760227.478491 3138586.677153 1620244.827179 14847460.033622 2607413.118399 3366680.872907 1593913.604936 
3 1778831.639026 4205871.302120 2727246.972681  .  4896551.670308 6956262.273664 4476369.798174 13162531.127409 4869037.183058 2106934.839999 1502995.282760 1242831.609672 12175207.152242 661128.399027 1761574.877773 4174682.173531 
4 6251826.569891 701876.947905 2173490.522179 4896551.670308  .  11459634.076182 539888.368091 17965333.631748 323945.072505 5763729.882637 5095919.029969 3736133.194895 17011720.988189 4717430.607863 5279099.140005 1025360.273270 
5 5276619.449989 10765427.330580 9377716.669318 6956262.273664 11459634.076182  .  11155362.983337 6815139.178329 11525508.655587 5713057.118566 7839065.505531 8176538.241212 6073687.421987 7471659.447539 7923856.829221 10959132.894988 
6 5910346.958513 510947.844697 1790305.281230 4476369.798174 539888.368091 11155362.983337  .  17597775.599490 393770.745485 5494163.788057 4591300.696970 3284620.784809 16630649.686948 4254701.353797 4766641.989913 488168.106291 
7 11721650.893965 17263457.830052 15809938.350607 13162531.127409 17965333.631748 6815139.178329 17597775.599490  .  17984222.398814 12363111.214415 13609036.998260 14400941.054320 1132838.488047 13530432.686356 13594972.103318 17329848.343537 
8 6289405.416254 786890.246477 2174409.418670 4869037.183058 323945.072505 11525508.655587 393770.745485 17984222.398814  .  5850874.803822 4973422.862577 3678357.549233 17019455.982199 4647716.890044 5144109.697508 816026.041251 
9 1048968.455198 5077416.588187 3760227.478491 2106934.839999 5763729.882637 5713057.118566 5494163.788057 12363111.214415 5850874.803822  .  3589314.814836 2955222.023808 11477273.813062 2765292.624660 3830742.425431 5353247.975762 
10 3062879.498119 4479624.003195 3138586.677153 1502995.282760 5095919.029969 7839065.505531 4591300.696970 13609036.998260 4973422.862577 3589314.814836  .  1603902.493919 12565707.942651 900443.946062 278701.004663 4177099.497259 
11 2931606.830733 3065342.558345 1620244.827179 1242831.609672 3736133.194895 8176538.241212 3284620.784809 14400941.054320 3678357.549233 2955222.023808 1603902.493919  .  13408202.822526 988520.657346 1863284.379798 2953384.133498 
12 10788543.256622 16310247.696770 14847460.033622 12175207.152242 17011720.988189 6073687.421987 16630649.686948 1132838.488047 17019455.982199 11477273.813062 12565707.942651 13408202.822526  .  12519947.892863 12542487.960927 16348971.615671 
13 2398589.493848 4051764.318171 2607413.118399 661128.399027 4717430.607863 7471659.447539 4254701.353797 13530432.686356 4647716.890044 2765292.624660 900443.946062 988520.657346 12519947.892863  .  1175657.981728 3900339.873652 
14 3260019.547487 4677355.628985 3366680.872907 1761574.877773 5279099.140005 7923856.829221 4766641.989913 13594972.103318 5144109.697508 3830742.425431 278701.004663 1863284.379798 12542487.960927 1175657.981728  .  4340137.145299 
15 5690305.883694 790359.943317 1593913.604936 4174682.173531 1025360.273270 10959132.894988 488168.106291 17329848.343537 816026.041251 5353247.975762 4177099.497259 2953384.133498 16348971.615671 3900339.873652 4340137.145299  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  66.608163 49.462765 21.345980 75.021919 63.319433 70.924164 140.659811 75.472865 12.587621 36.754554 35.179282 129.462519 28.783074 39.120235 68.283671 
1 66.608163  .  17.747587 50.470456 8.422523 129.185128 6.131374 207.161494 9.442683 60.928999 53.755488 36.784111 195.722972 48.621172 56.128268 9.484319 
2 49.462765 17.747587  .  32.726964 26.081886 112.532600 21.483663 189.719260 26.092913 45.122730 37.663040 19.442938 178.169520 31.288957 40.400170 19.126963 
3 21.345980 50.470456 32.726964  .  58.758620 83.475147 53.716438 157.950374 58.428446 25.283218 18.035943 14.913979 146.102486 7.933541 21.138899 50.096186 
4 75.021919 8.422523 26.081886 58.758620  .  137.515609 6.478660 215.584004 3.887341 69.164759 61.151028 44.833598 204.140652 56.609167 63.349190 12.304323 
5 63.319433 129.185128 112.532600 83.475147 137.515609  .  133.864356 81.781670 138.306104 68.556685 94.068786 98.118459 72.884249 89.659913 95.086282 131.509595 
6 70.924164 6.131374 21.483663 53.716438 6.478660 133.864356  .  211.173307 4.725249 65.929965 55.095608 39.415449 199.567796 51.056416 57.199704 5.858017 
7 140.659811 207.161494 189.719260 157.950374 215.584004 81.781670 211.173307  .  215.810669 148.357335 163.308444 172.811293 13.594062 162.365192 163.139665 207.958180 
8 75.472865 9.442683 26.092913 58.428446 3.887341 138.306104 4.725249 215.810669  .  70.210498 59.681074 44.140291 204.233472 55.772603 61.729316 9.792312 
9 12.587621 60.928999 45.122730 25.283218 69.164759 68.556685 65.929965 148.357335 70.210498  .  43.071778 35.462664 137.727286 33.183511 45.968909 64.238976 
10 36.754554 53.755488 37.663040 18.035943 61.151028 94.068786 55.095608 163.308444 59.681074 43.071778  .  19.246830 150.788495 10.805327 3.344412 50.125194 
11 35.179282 36.784111 19.442938 14.913979 44.833598 98.118459 39.415449 172.811293 44.140291 35.462664 19.246830  .  160.898434 11.862248 22.359413 35.440610 
12 129.462519 195.722972 178.169520 146.102486 204.140652 72.884249 199.567796 13.594062 204.233472 137.727286 150.788495 160.898434  .  150.239375 150.509856 196.187659 
13 28.783074 48.621172 31.288957 7.933541 56.609167 89.659913 51.056416 162.365192 55.772603 33.183511 10.805327 11.862248 150.239375  .  14.107896 46.804078 
14 39.120235 56.128268 40.400170 21.138899 63.349190 95.086282 57.199704 163.139665 61.729316 45.968909 3.344412 22.359413 150.509856 14.107896  .  52.081646 
15 68.283671 9.484319 19.126963 50.096186 12.304323 131.509595 5.858017 207.958180 9.792312 64.238976 50.125194 35.440610 196.187659 46.804078 52.081646  .  
;

