param V1=15;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=54;
param Dem:=
0 0
1 5
2 12
3 4
4 5
5 6
6 10
7 1
8 18
9 3
10 5
11 7
12 9
13 6
14 6
15 9
;

param a:=
0 0
1 6
2 5
3 7
4 11
5 2
6 1
7 9
8 14
9 69
10 77
11 185
12 73
13 237
14 72
15 321
;

param b:=
0 1440
1 492
2 566
3 569
4 538
5 602
6 566
7 506
8 566
9 812
10 852
11 938
12 839
13 924
14 809
15 1022
;

param s:=
1 30
2 36
3 37
4 32
5 31
6 32
7 31
8 41
9 31
10 30
11 33
12 41
13 33
14 37
15 39
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  3209986.847325 5452741.003385 6194707.594391 1237633.685708 4547262.781059 5329240.429930 10256584.888256 3265055.726936 5209568.212434 1927676.106093 4996596.510626 2190160.332031 11024258.462591 10956517.125894 4106386.680526 
1 3209986.847325  .  4473759.815860 5238305.231657 4411458.182959 3130376.188256 7880625.863470 12068869.957457 2423990.515658 2670144.752630 1850038.272577 4183405.202703 1958062.001061 12812642.739498 12762782.159467 2624676.324807 
2 5452741.003385 4473759.815860  .  787695.125033 5963247.723347 1355834.152837 10753954.328060 15677774.847854 2336372.737814 2780577.042630 3774418.503558 470118.049005 3444018.694781 16443988.354411 16379466.435754 1849085.487478 
3 6194707.594391 5238305.231657 787695.125033  .  6642331.596661 2108304.935250 11472410.666464 16436457.943547 3121568.381439 3349392.795717 4554142.888624 1205352.915125 4223088.568808 17203244.475680 17137777.493304 2617497.440304 
4 1237633.685708 4411458.182959 5963247.723347 6642331.596661  .  5279192.894752 4896903.521614 10095304.346576 4024728.984665 6193261.216839 2911371.575392 5493455.299718 3096077.792950 10859507.453379 10784049.343823 4906241.152858 
5 4547262.781059 3130376.188256 1355834.152837 2108304.935250 5279192.894752  .  9872266.927104 14626427.028157 1282608.350199 1698427.531571 2696348.762679 1159895.447875 2386089.528915 15388754.831045 15328382.115866 524228.814546 
6 5329240.429930 7880625.863470 10753954.328060 11472410.666464 4896903.521614 9872266.927104  .  5334636.037257 8591720.923075 10347689.065680 7203549.486885 10290308.308792 7495293.589980 6080345.185103 5997165.134461 9417683.654169 
7 10256584.888256 12068869.957457 15677774.847854 16436457.943547 10095304.346576 14626427.028157 5334636.037257  .  13389074.939293 14725180.150002 11940509.802349 15232352.291094 12262765.668886 767816.345228 702107.755263 14127472.889374 
8 3265055.726936 2423990.515658 2336372.737814 3121568.381439 4024728.984665 1282608.350199 8591720.923075 13389074.939293  .  2372420.287386 1450686.475432 1939022.735813 1126313.428847 14153363.808297 14091180.109913 883839.606490 
9 5209568.212434 2670144.752630 2780577.042630 3349392.795717 6193261.216839 1698427.531571 10347689.065680 14725180.150002 2372420.287386  .  3299199.328625 2766968.790934 3097646.622841 15472354.706702 15421012.166846 1619597.916151 
10 1927676.106093 1850038.272577 3774418.503558 4554142.888624 2911371.575392 2696348.762679 7203549.486885 11940509.802349 1450686.475432 3299199.328625  .  3355775.275551 331547.839685 12704367.263268 12642613.682305 2219417.603787 
11 4996596.510626 4183405.202703 470118.049005 1205352.915125 5493455.299718 1159895.447875 10290308.308792 15232352.291094 1939022.735813 2766968.790934 3355775.275551  .  3024296.653769 15999003.907119 15933782.843380 1584718.271492 
12 2190160.332031 1958062.001061 3444018.694781 4223088.568808 3096077.792950 2386089.528915 7495293.589980 12262765.668886 1126313.428847 3097646.622841 331547.839685 3024296.653769  .  13027088.961468 12964870.390791 1922539.614676 
13 11024258.462591 12812642.739498 16443988.354411 17203244.475680 10859507.453379 15388754.831045 6080345.185103 767816.345228 14153363.808297 15472354.706702 12704367.263268 15999003.907119 13027088.961468  .  99267.114393 14888767.304918 
14 10956517.125894 12762782.159467 16379466.435754 17137777.493304 10784049.343823 15328382.115866 5997165.134461 702107.755263 14091180.109913 15421012.166846 12642613.682305 15933782.843380 12964870.390791 99267.114393  .  14829226.642681 
15 4106386.680526 2624676.324807 1849085.487478 2617497.440304 4906241.152858 524228.814546 9417683.654169 14127472.889374 883839.606490 1619597.916151 2219417.603787 1584718.271492 1922539.614676 14888767.304918 14829226.642681  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  38.519842 65.432892 74.336491 14.851604 54.567153 63.950885 123.079019 39.180669 62.514819 23.132113 59.959158 26.281924 132.291102 131.478206 49.276640 
1 38.519842  .  53.685118 62.859663 52.937498 37.564514 94.567510 144.826439 29.087886 32.041737 22.200459 50.200862 23.496744 153.751713 153.153386 31.496116 
2 65.432892 53.685118  .  9.452342 71.558973 16.270010 129.047452 188.133298 28.036473 33.366925 45.293022 5.641417 41.328224 197.327860 196.553597 22.189026 
3 74.336491 62.859663 9.452342  .  79.707979 25.299659 137.668928 197.237495 37.458821 40.192714 54.649715 14.464235 50.677063 206.438934 205.653330 31.409969 
4 14.851604 52.937498 71.558973 79.707979  .  63.350315 58.762842 121.143652 48.296748 74.319135 34.936459 65.921464 37.152934 130.314089 129.408592 58.874894 
5 54.567153 37.564514 16.270010 25.299659 63.350315  .  118.467203 175.517124 15.391300 20.381130 32.356185 13.918745 28.633074 184.665058 183.940585 6.290746 
6 63.950885 94.567510 129.047452 137.668928 58.762842 118.467203  .  64.015632 103.100651 124.172269 86.442594 123.483700 89.943523 72.964142 71.965982 113.012204 
7 123.079019 144.826439 188.133298 197.237495 121.143652 175.517124 64.015632  .  160.668899 176.702162 143.286118 182.788227 147.153188 9.213796 8.425293 169.529675 
8 39.180669 29.087886 28.036473 37.458821 48.296748 15.391300 103.100651 160.668899  .  28.469043 17.408238 23.268273 13.515761 169.840366 169.094161 10.606075 
9 62.514819 32.041737 33.366925 40.192714 74.319135 20.381130 124.172269 176.702162 28.469043  .  39.590392 33.203625 37.171759 185.668256 185.052146 19.435175 
10 23.132113 22.200459 45.293022 54.649715 34.936459 32.356185 86.442594 143.286118 17.408238 39.590392  .  40.269303 3.978574 152.452407 151.711364 26.633011 
11 59.959158 50.200862 5.641417 14.464235 65.921464 13.918745 123.483700 182.788227 23.268273 33.203625 40.269303  .  36.291560 191.988047 191.205394 19.016619 
12 26.281924 23.496744 41.328224 50.677063 37.152934 28.633074 89.943523 147.153188 13.515761 37.171759 3.978574 36.291560  .  156.325068 155.578445 23.070475 
13 132.291102 153.751713 197.327860 206.438934 130.314089 184.665058 72.964142 9.213796 169.840366 185.668256 152.452407 191.988047 156.325068  .  1.191205 178.665208 
14 131.478206 153.153386 196.553597 205.653330 129.408592 183.940585 71.965982 8.425293 169.094161 185.052146 151.711364 191.205394 155.578445 1.191205  .  177.950720 
15 49.276640 31.496116 22.189026 31.409969 58.874894 6.290746 113.012204 169.529675 10.606075 19.435175 26.633011 19.016619 23.070475 178.665208 177.950720  .  
;

