param V1=15;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=315;
param Dem:=
0 0
1 3
2 4
3 6
4 23
5 2
6 4
7 22
8 6
9 4
10 34
11 105
12 3
13 8
14 12
15 12
;

param a:=
0 0
1 7
2 2
3 4
4 5
5 0
6 6
7 3
8 3
9 112
10 86
11 149
12 251
13 317
14 111
15 134
;

param b:=
0 1440
1 499
2 520
3 501
4 602
5 576
6 524
7 546
8 529
9 772
10 801
11 875
12 999
13 998
14 853
15 874
;

param s:=
1 36
2 32
3 42
4 44
5 34
6 39
7 39
8 45
9 35
10 45
11 38
12 45
13 43
14 44
15 40
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  2161341.178528 1145853.917391 5435265.282394 708174.590055 6459595.743543 6350254.924804 999998.019998 3754316.082857 11243710.609047 1987767.282657 4690307.197828 3035274.817871 2508216.436036 4514932.514446 5393901.071581 
1 2161341.178528  .  2793147.480890 3727254.351396 2656203.023114 4660674.382533 4582552.603081 2271317.073858 1594092.349897 13075526.249065 4090380.336839 2853824.164170 1686849.717669 551311.164407 2711744.892131 3673111.936764 
2 1145853.917391 2793147.480890  .  5384408.960137 507728.519979 6433816.933205 6303435.276895 543893.555763 4327995.592650 11562060.481592 2255881.009717 4780495.067459 4021270.339084 3264553.820968 4592207.126208 5354552.187625 
3 5435265.282394 3727254.351396 5384408.960137  .  5575952.519525 1049773.165974 921660.110887 4899971.045833 2962350.489054 16666431.192370 7397173.737313 921412.697981 4867876.536027 3893351.897787 1025245.999748 64956.139048 
4 708174.590055 2656203.023114 507728.519979 5575952.519525  .  6619920.534266 6497606.262309 704112.810564 4237156.711758 11227953.390089 1885050.577571 4909695.503797 3710928.090114 3074683.609739 4725455.230980 5541235.934338 
5 6459595.743543 4660674.382533 6433816.933205 1049773.165974 6619920.534266  .  168076.470691 5947183.404772 3666529.367126 17673021.473704 8430312.509035 1809205.709697 5630588.343149 4758745.139215 1965188.464245 1079846.748386 
6 6350254.924804 4582552.603081 6303435.276895 921660.110887 6497606.262309 168076.470691  .  5821191.064550 3637394.410839 17573026.275801 8316227.708523 1728908.326083 5594795.046291 4698335.062551 1875793.165570 957999.634655 
7 999998.019998 2271317.073858 543893.555763 4899971.045833 704112.810564 5947183.404772 5821191.064550  .  3789593.747356 11932051.975247 2588828.702329 4265972.504600 3586831.417839 2760305.644308 4079027.753031 4867393.969056 
8 3754316.082857 1594092.349897 4327995.592650 2962350.489054 4237156.711758 3666529.367126 3637394.410839 3789593.747356  .  14448429.761396 5659015.267695 2054342.352190 1969555.922029 1342937.384989 2008870.851996 2898205.272233 
9 11243710.609047 13075526.249065 11562060.481592 16666431.192370 11227953.390089 17673021.473704 17573026.275801 11932051.975247 14448429.761396  .  9343893.974677 15874216.657524 12714499.007039 13126152.851845 15709930.569229 16622186.517122 
10 1987767.282657 4090380.336839 2255881.009717 7397173.737313 1885050.577571 8430312.509035 8316227.708523 2588828.702329 5659015.267695 9343893.974677  .  6673476.372926 4537273.199842 4346075.114399 6496157.271803 7358328.614570 
11 4690307.197828 2853824.164170 4780495.067459 921412.697981 4909695.503797 1809205.709697 1728908.326083 4265972.504600 2054342.352190 15874216.657524 6673476.372926  .  3946528.501101 2984410.889941 190588.562091 859538.771668 
12 3035274.817871 1686849.717669 4021270.339084 4867876.536027 3710928.090114 5630588.343149 5594795.046291 3586831.417839 1969555.922029 12714499.007039 4537273.199842 3946528.501101  .  1184196.592631 3862481.276330 4805625.671023 
13 2508216.436036 551311.164407 3264553.820968 3893351.897787 3074683.609739 4758745.139215 4698335.062551 2760305.644308 1342937.384989 13126152.851845 4346075.114399 2984410.889941 1184196.592631  .  2868401.011016 3834750.174392 
14 4514932.514446 2711744.892131 4592207.126208 1025245.999748 4725455.230980 1965188.464245 1875793.165570 4079027.753031 2008870.851996 15709930.569229 6496157.271803 190588.562091 3862481.276330 2868401.011016  .  967563.589642 
15 5393901.071581 3673111.936764 5354552.187625 64956.139048 5541235.934338 1079846.748386 957999.634655 4867393.969056 2898205.272233 16622186.517122 7358328.614570 859538.771668 4805625.671023 3834750.174392 967563.589642  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  25.936094 13.750247 65.223183 8.498095 77.515149 76.203059 11.999976 45.051793 134.924527 23.853207 56.283686 36.423298 30.098597 54.179190 64.726813 
1 25.936094  .  33.517770 44.727052 31.874436 55.928093 54.990631 27.255805 19.129108 156.906315 49.084564 34.245890 20.242197 6.615734 32.540939 44.077343 
2 13.750247 33.517770  .  64.612908 6.092742 77.205803 75.641223 6.526723 51.935947 138.744726 27.070572 57.365941 48.255244 39.174646 55.106486 64.254626 
3 65.223183 44.727052 64.612908  .  66.911430 12.597278 11.059921 58.799653 35.548206 199.997174 88.766085 11.056952 58.414518 46.720223 12.302952 0.779474 
4 8.498095 31.874436 6.092742 66.911430  .  79.439046 77.971275 8.449354 50.845881 134.735441 22.620607 58.916346 44.531137 36.896203 56.705463 66.494831 
5 77.515149 55.928093 77.205803 12.597278 79.439046  .  2.016918 71.366201 43.998352 212.076258 101.163750 21.710469 67.567060 57.104942 23.582262 12.958161 
6 76.203059 54.990631 75.641223 11.059921 77.971275 2.016918  .  69.854293 43.648733 210.876315 99.794733 20.746900 67.137541 56.380021 22.509518 11.495996 
7 11.999976 27.255805 6.526723 58.799653 8.449354 71.366201 69.854293  .  45.475125 143.184624 31.065944 51.191670 43.041977 33.123668 48.948333 58.408728 
8 45.051793 19.129108 51.935947 35.548206 50.845881 43.998352 43.648733 45.475125  .  173.381157 67.908183 24.652108 23.634671 16.115249 24.106450 34.778463 
9 134.924527 156.906315 138.744726 199.997174 134.735441 212.076258 210.876315 143.184624 173.381157  .  112.126728 190.490600 152.573988 157.513834 188.519167 199.466238 
10 23.853207 49.084564 27.070572 88.766085 22.620607 101.163750 99.794733 31.065944 67.908183 112.126728  .  80.081716 54.447278 52.152901 77.953887 88.299943 
11 56.283686 34.245890 57.365941 11.056952 58.916346 21.710469 20.746900 51.191670 24.652108 190.490600 80.081716  .  47.358342 35.812931 2.287063 10.314465 
12 36.423298 20.242197 48.255244 58.414518 44.531137 67.567060 67.137541 43.041977 23.634671 152.573988 54.447278 47.358342  .  14.210359 46.349775 57.667508 
13 30.098597 6.615734 39.174646 46.720223 36.896203 57.104942 56.380021 33.123668 16.115249 157.513834 52.152901 35.812931 14.210359  .  34.420812 46.017002 
14 54.179190 32.540939 55.106486 12.302952 56.705463 23.582262 22.509518 48.948333 24.106450 188.519167 77.953887 2.287063 46.349775 34.420812  .  11.610763 
15 64.726813 44.077343 64.254626 0.779474 66.494831 12.958161 11.495996 58.408728 34.778463 199.466238 88.299943 10.314465 57.667508 46.017002 11.610763  .  
;

