param V1=15;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=339;
param Dem:=
0 0
1 3
2 1
3 2
4 14
5 3
6 8
7 15
8 2
9 22
10 12
11 3
12 9
13 113
14 7
15 22
;

param a:=
0 0
1 8
2 12
3 6
4 9
5 7
6 0
7 9
8 6
9 56
10 195
11 128
12 99
13 201
14 76
15 154
;

param b:=
0 1440
1 521
2 532
3 500
4 532
5 547
6 523
7 538
8 492
9 775
10 890
11 867
12 854
13 977
14 739
15 893
;

param s:=
1 31
2 42
3 45
4 42
5 32
6 43
7 31
8 35
9 32
10 36
11 38
12 39
13 30
14 39
15 35
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  5089313.873205 3108696.633404 6329361.835920 1214835.762562 3682596.954596 2508216.436036 3082015.614821 2164697.819558 4868269.106161 5452741.003385 4806579.337741 789640.525809 4175203.847718 3796811.505724 1832686.249744 
1 5089313.873205  .  2715166.594178 3100922.541761 4954634.332622 1421286.195669 2610414.137642 2299475.594565 2930396.090975 2741264.877753 2853352.619288 2242308.027457 5561939.203192 1798557.324635 2518621.577371 3261710.798032 
2 3108696.633404 2715166.594178  .  5265071.595785 3597047.747687 1826181.454165 1171066.727534 2283358.998655 1647792.840480 4208629.505758 4638382.311964 3844386.465737 3814623.660197 3029345.724862 3270891.816606 1606279.302842 
3 6329361.835920 3100922.541761 5265071.595785  .  5585869.481110 3440344.988515 4519536.476233 3391522.150893 4481194.434523 1487118.482166 904245.597169 1550100.545126 6436642.973632 2321480.600824 2532961.097214 4882125.006593 
4 1214835.762562 4954634.332622 3597047.747687 5585869.481110  .  3547477.337489 2651055.099390 2699352.989144 2162597.331914 4098756.299172 4684108.393280 4146769.793466 882501.359772 3667082.120706 3123447.918567 2018922.930674 
5 3682596.954596 1421286.195669 1826181.454165 3440344.988515 3547477.337489  .  1266450.093766 998419.521043 1518090.642880 2440132.770978 2827130.506362 2037514.137374 4140660.412301 1238201.639476 1672283.767786 1870467.839873 
6 2508216.436036 2610414.137642 1171066.727534 4519536.476233 2651055.099390 1266450.093766  .  1229029.804358 514699.446279 3283041.422218 3781601.219061 3000385.058622 3071881.314439 2198979.149515 2247917.338338 683859.473869 
7 3082015.614821 2299475.594565 2283358.998655 3391522.150893 2699352.989144 998419.521043 1229029.804358  .  1090455.620372 2071935.443010 2597618.062764 1843466.571435 3397831.980837 1109857.684570 1018899.808617 1490610.841233 
8 2164697.819558 2930396.090975 1647792.840480 4481194.434523 2162597.331914 1518090.642880 514699.446279 1090455.620372  .  3145771.412547 3684048.808037 2933874.970069 2650321.763485 2181073.978571 2058995.726076 403334.823689 
9 4868269.106161 2741264.877753 4208629.505758 1487118.482166 4098756.299172 2440132.770978 3283041.422218 2071935.443010 3145771.412547  .  587814.188328 499154.525172 4951181.217649 1202669.996300 1101275.487787 3534296.110968 
10 5452741.003385 2853352.619288 4638382.311964 904245.597169 4684108.393280 2827130.506362 3781601.219061 2597618.062764 3684048.808037 587814.188328  .  794390.156032 5538410.614066 1611695.703289 1669715.239195 4078679.457864 
11 4806579.337741 2242308.027457 3844386.465737 1550100.545126 4146769.793466 2037514.137374 3000385.058622 1843466.571435 2933874.970069 499154.525172 794390.156032  .  4968901.863591 817551.784293 1026514.188894 3333756.475809 
12 789640.525809 5561939.203192 3814623.660197 6436642.973632 882501.359772 4140660.412301 3071881.314439 3397831.980837 2650321.763485 4951181.217649 5538410.614066 4968901.863591  .  4432152.936215 3942390.930641 2389947.750475 
13 4175203.847718 1798557.324635 3029345.724862 2321480.600824 3667082.120706 1238201.639476 2198979.149515 1109857.684570 2181073.978571 1202669.996300 1611695.703289 817551.784293 4432152.936215  .  737751.787527 2584377.781982 
14 3796811.505724 2518621.577371 3270891.816606 2532961.097214 3123447.918567 1672283.767786 2247917.338338 1018899.808617 2058995.726076 1101275.487787 1669715.239195 1026514.188894 3942390.930641 737751.787527  .  2440788.909349 
15 1832686.249744 3261710.798032 1606279.302842 4882125.006593 2018922.930674 1870467.839873 683859.473869 1490610.841233 403334.823689 3534296.110968 4078679.457864 3333756.475809 2389947.750475 2584377.781982 2440788.909349  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	:=
0  .  61.071766 37.304360 75.952342 14.578029 44.191163 30.098597 36.984187 25.976374 58.419229 65.432892 57.678952 9.475686 50.102446 45.561738 21.992235 
1 61.071766  .  32.581999 37.211071 59.455612 17.055434 31.324970 27.593707 35.164753 32.895179 34.240231 26.907696 66.743270 21.582688 30.223459 39.140530 
2 37.304360 32.581999  .  63.180859 43.164573 21.914177 14.052801 27.400308 19.773514 50.503554 55.660588 46.132638 45.775484 36.352149 39.250702 19.275352 
3 75.952342 37.211071 63.180859  .  67.030434 41.284140 54.234438 40.698266 53.774333 17.845422 10.850947 18.601207 77.239716 27.857767 30.395533 58.585500 
4 14.578029 59.455612 43.164573 67.030434  .  42.569728 31.812661 32.392236 25.951168 49.185076 56.209301 49.761238 10.590016 44.004985 37.481375 24.227075 
5 44.191163 17.055434 21.914177 41.284140 42.569728  .  15.197401 11.981034 18.217088 29.281593 33.925566 24.450170 49.687925 14.858420 20.067405 22.445614 
6 30.098597 31.324970 14.052801 54.234438 31.812661 15.197401  .  14.748358 6.176393 39.396497 45.379215 36.004621 36.862576 26.387750 26.975008 8.206314 
7 36.984187 27.593707 27.400308 40.698266 32.392236 11.981034 14.748358  .  13.085467 24.863225 31.171417 22.121599 40.773984 13.318292 12.226798 17.887330 
8 25.976374 35.164753 19.773514 53.774333 25.951168 18.217088 6.176393 13.085467  .  37.749257 44.208586 35.206500 31.803861 26.172888 24.707949 4.840018 
9 58.419229 32.895179 50.503554 17.845422 49.185076 29.281593 39.396497 24.863225 37.749257  .  7.053770 5.989854 59.414175 14.432040 13.215306 42.411553 
10 65.432892 34.240231 55.660588 10.850947 56.209301 33.925566 45.379215 31.171417 44.208586 7.053770  .  9.532682 66.460927 19.340348 20.036583 48.944153 
11 57.678952 26.907696 46.132638 18.601207 49.761238 24.450170 36.004621 22.121599 35.206500 5.989854 9.532682  .  59.626822 9.810621 12.318170 40.005078 
12 9.475686 66.743270 45.775484 77.239716 10.590016 49.687925 36.862576 40.773984 31.803861 59.414175 66.460927 59.626822  .  53.185835 47.308691 28.679373 
13 50.102446 21.582688 36.352149 27.857767 44.004985 14.858420 26.387750 13.318292 26.172888 14.432040 19.340348 9.810621 53.185835  .  8.853021 31.012533 
14 45.561738 30.223459 39.250702 30.395533 37.481375 20.067405 26.975008 12.226798 24.707949 13.215306 20.036583 12.318170 47.308691 8.853021  .  29.289467 
15 21.992235 39.140530 19.275352 58.585500 24.227075 22.445614 8.206314 17.887330 4.840018 42.411553 48.944153 40.005078 28.679373 31.012533 29.289467  .  
;

