param N=85;
param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=315;
param Dem:=
0 0
1 10
2 2
3 16
4 23
5 105
6 4
7 3
8 3
9 11
10 4
11 8
12 14
13 1
14 4
15 1
16 4
17 6
18 6
19 5
20 7
21 27
22 6
23 21
24 7
25 4
26 2
27 6
28 2
29 8
30 6
;

param a:=
0 0
1 13
2 5
3 4
4 9
5 14
6 12
7 14
8 3
9 4
10 16
11 7
12 6
13 14
14 16
15 1
16 108
17 127
18 93
19 124
20 403
21 458
22 216
23 255
24 383
25 282
26 414
27 273
28 65
29 335
30 169
;

param b:=
0 1440
1 586
2 598
3 601
4 489
5 526
6 556
7 598
8 566
9 499
10 496
11 515
12 522
13 600
14 540
15 577
16 791
17 862
18 821
19 827
20 1114
21 1190
22 906
23 947
24 1148
25 969
26 1168
27 991
28 773
29 1078
30 860
;

param s:=
1 44
2 41
3 41
4 41
5 38
6 33
7 38
8 40
9 38
10 35
11 36
12 38
13 36
14 44
15 36
16 42
17 39
18 31
19 43
20 31
21 43
22 32
23 30
24 41
25 32
26 45
27 35
28 32
29 41
30 31
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  2889170.406882 11312773.098140 1470810.660826 4151051.098216 4690307.197828 10149981.892102 10974388.220762 3970288.374917 3576465.809986 5402935.056060 4701097.209163 3155504.012040 3066461.454185 10571345.080925 4973605.623690 731407.246341 10933500.059908 5703196.331883 4235088.278891 2601252.769340 3582819.409348 4601540.304072 11217752.862316 3769296.789854 5694069.515733 6203096.666182 3390696.217593 2045634.576360 950325.823073 1161707.725721 
1 2889170.406882  .  12756701.597592 4000265.196209 3315490.024114 3886643.699904 11609015.061150 12370188.151358 3203759.781881 2817874.328284 7676629.886871 4047280.525242 1930927.385999 205786.321217 11926528.179651 4269787.135209 3224809.606783 12342985.888350 4954503.845997 2915684.182143 711325.783309 2794373.346566 3968317.735515 12644191.433223 1960834.396373 3345184.474734 5264487.888674 2170315.663677 1378237.432375 3677570.074111 3587893.264856 
2 11312773.098140 12756701.597592  .  12028677.216136 15378118.841068 15948619.855649 1164261.422534 429047.887770 15204060.248828 14785391.496339 6471767.728372 15986474.361159 14150262.364352 12946812.305738 889484.530501 16258410.195650 10582292.455324 430389.370222 16996070.430838 15305648.444937 13058933.428117 14784212.229605 15887243.310279 133594.348683 14550541.667581 16087263.016436 17472905.792684 14421663.980623 12941431.170083 10477219.335301 12061796.796912 
3 1470810.660826 4000265.196209 12028677.216136  .  4098066.473351 4524148.451366 10880420.047498 11721589.500575 3920979.033354 3621739.760115 5757905.419508 4456672.454870 3557938.050332 4141228.978214 11346932.996189 4714502.105207 1931789.574462 11674361.633940 5379396.880692 4406383.497836 3515544.277918 3641426.275513 4362528.346040 11944577.618317 4265366.466085 6222322.078613 5928423.521477 3715319.857024 2799766.493835 1732056.456932 412777.954838 
4 4151051.098216 3315490.024114 15378118.841068 4098066.473351  .  594027.953888 14214019.206755 15022708.444219 182250.048011 593957.885712 9541968.824095 731839.114833 1399549.745454 3233193.296108 14603559.896135 963635.491252 4857045.161412 14986096.445039 1685876.086787 674328.592008 2682517.491089 598523.466541 655883.442389 15277204.731887 1541014.681955 2715805.451427 2103681.204460 1145834.063030 2497122.672197 5079468.484989 3822372.260783 
5 4690307.197828 3886643.699904 15948619.855649 4524148.451366 594027.953888  .  14784377.143458 15595728.800220 752578.055752 1180503.434980 10062051.371862 248428.661792 1986016.656526 3794974.353010 15178605.786106 385265.064598 5405022.209945 15558482.238638 1091915.624030 1064061.173054 3267486.719177 1188452.796707 260202.421203 15848630.516546 2039329.703604 2841825.430951 1524421.864183 1725142.049224 3089385.636336 5606435.346992 4278917.046403 
6 10149981.892102 11609015.061150 1164261.422534 10880420.047498 14214019.206755 14784377.143458  .  846524.665914 14039897.240721 13621347.782066 5383079.123513 14822274.702622 12988404.012811 11800381.201470 587167.991294 15094196.947503 9419310.992318 795097.006660 15831919.139826 14143634.034434 11902562.854276 13620228.096842 14723050.181943 1068212.361846 13392980.079131 14943920.691037 16308655.577331 13259561.548181 11779085.713671 9318163.051804 10907368.355841 
7 10974388.220762 12370188.151358 429047.887770 11721589.500575 15022708.444219 15595728.800220 846524.665914  .  14849533.490315 14429442.593877 6225386.995200 15637415.339179 13784303.634569 12559126.907950 463572.906887 15909027.385733 10243226.117781 71740.225815 16647740.957259 14939968.221184 12682307.214778 14427685.827602 15538325.073508 296962.657585 14175470.075098 15696456.818340 17120149.111792 14056390.052215 12577203.975447 10150547.428095 11744515.115576 
8 3970288.374917 3203759.781881 15204060.248828 3920979.033354 182250.048011 752578.055752 14039897.240721 14849533.490315  .  428437.918490 9360145.394170 856893.021328 1276078.151995 3130170.744544 14431167.672784 1106063.741382 4677447.049406 14812688.350870 1839265.141300 727628.208634 2556180.637201 438562.766317 770482.997866 15103459.988360 1495418.299340 2804470.497260 2272832.164943 1036404.911220 2338921.204316 4897835.547464 3642434.507304 
9 3576465.809986 2817874.328284 14785391.496339 3621739.760115 593957.885712 1180503.434980 13621347.782066 14429442.593877 428437.918490  .  8975245.766551 1278401.892990 888922.336315 2757294.271564 14009958.656970 1532739.120007 4275859.105490 14392956.153966 2267552.189036 808796.451525 2153169.203755 35305.098782 1188050.377720 14684265.125978 1259591.584602 2846743.925962 2697356.309426 686053.795267 1910645.851538 4511905.550873 3319373.104970 
10 5402935.056060 7676629.886871 6471767.728372 5757905.419508 9541968.824095 10062051.371862 5383079.123513 6225386.995200 9360145.394170 8975245.766551  .  10048374.800434 8529185.204344 7882401.576296 5918562.071990 10318546.137901 4733894.052469 6168370.230458 11028601.203235 9633954.646457 7713581.480091 8982792.203986 9949562.479325 6407126.196666 9086266.870943 10915213.233373 11552560.402352 8776627.717979 7350839.203792 4463424.753482 5875943.507217 
11 4701097.209163 4047280.525242 15986474.361159 4456672.454870 731839.114833 248428.661792 14822274.702622 15637415.339179 856893.021328 1278401.892990 10048374.800434  .  2127680.445932 3964431.432122 15223556.034317 272570.522984 5422587.962403 15599210.371362 1011111.215446 1284517.816147 3410107.238783 1292517.408007 99561.538759 15887862.866037 2241084.496399 3088991.463245 1505145.820178 1877312.539243 3183843.012776 5603922.956287 4230156.305623 
12 3155504.012040 1930927.385999 14150262.364352 3557938.050332 1399549.745454 1986016.656526 12988404.012811 13784303.634569 1276078.151995 888922.336315 8529185.204344 2127680.445932  .  1868527.297098 13356597.367968 2362562.560018 3795409.365273 13750539.125794 3073264.819374 1155700.731158 1282977.981105 864245.757872 2044913.440711 14045474.810415 716226.919349 2664423.573683 3442700.582392 275135.330338 1212354.424251 4105400.465241 3193638.591012 
13 3066461.454185 205786.321217 12946812.305738 4141228.978214 3233193.296108 3794974.353010 11800381.201470 12559126.907950 3130170.744544 2757294.271564 7882401.576296 3964431.432122 1868527.297098  .  12114570.310581 4179565.390085 3419695.677981 12532357.314169 4852367.616947 2802012.990691 736962.658484 2731988.859787 3888447.103922 12833857.797638 1830175.341327 3148593.654316 5145963.019688 2093767.592165 1455178.274302 3868889.747718 3728457.151423 
14 10571345.080925 11926528.179651 889484.530501 11346932.996189 14603559.896135 15178605.786106 587167.991294 463572.906887 14431167.672784 14009958.656970 5918562.071990 15223556.034317 13356597.367968 12114570.310581  .  15494837.727450 9839943.358577 461750.690308 16234318.073144 14512285.103663 12246202.727785 14007713.981232 15124606.399176 759406.149567 13740349.043965 15249323.720415 16702879.172466 13629195.181668 12151189.242210 9758628.270920 11360345.034373 
15 4973605.623690 4269787.135209 16258410.195650 4714502.105207 963635.491252 385265.064598 15094196.947503 15909027.385733 1106063.741382 1532739.120007 10318546.137901 272570.522984 2362562.560018 4179565.390085 15494837.727450  .  5695158.057508 15870908.466121 741460.032638 1440413.541314 3645289.405521 1544496.144378 372126.443565 16159690.252601 2422105.111262 3099660.473342 1234115.168856 2104994.541561 3442463.100746 5875666.863429 4494068.092497 
16 731407.246341 3224809.606783 10582292.455324 1931789.574462 4857045.161412 5405022.209945 9419310.992318 10243226.117781 4677447.049406 4275859.105490 4733894.052469 5422587.962403 3795409.365273 3419695.677981 9839943.358577 5695158.057508  .  10202454.867335 6427207.779433 4905039.576803 3076634.565560 4280276.668628 5323036.690649 10486982.505945 4367757.457781 6248998.294927 6922070.040819 4043167.614631 2627948.496451 484808.838616 1730091.431110 
17 10933500.059908 12342985.888350 430389.370222 11674361.633940 14986096.445039 15558482.238638 795097.006660 71740.225815 14812688.350870 14392956.153966 6168370.230458 15599210.371362 13750539.125794 12532357.314169 461750.690308 15870908.466121 10202454.867335  .  16609378.802351 14906152.094018 12651745.747129 14391350.657947 15500083.129132 304889.816163 14144451.924695 15670918.848938 17082899.967219 14022436.906615 12542911.850922 10107062.531220 11699216.589157 
18 5703196.331883 4954503.845997 16996070.430838 5379396.880692 1685876.086787 1091915.624030 15831919.139826 16647740.957259 1839265.141300 2267552.189036 11028601.203235 1011111.215446 3073264.819374 4852367.616947 16234318.073144 741460.032638 6427207.779433 16609378.802351  .  2059946.982327 4351440.342002 2277410.116777 1109814.439445 16897747.684233 3052526.011355 3363684.409989 564326.616420 2808249.312294 4178175.594682 6597063.596025 5180889.904254 
19 4235088.278891 2915684.182143 15305648.444937 4406383.497836 674328.592008 1064061.173054 14143634.034434 14939968.221184 727628.208634 808796.451525 9633954.646457 1284517.816147 1155700.731158 2802012.990691 14512285.103663 1440413.541314 4905039.576803 14906152.094018 2059946.982327  .  2361551.159725 782422.245338 1238800.355182 15200994.948029 993110.839735 2083612.958301 2349531.297940 884205.230702 2365261.281550 5183017.009426 4088139.538959 
20 2601252.769340 711325.783309 13058933.428117 3515544.277918 2682517.491089 3267486.719177 11902562.854276 12682307.214778 2556180.637201 2153169.203755 7713581.480091 3410107.238783 1282977.981105 736962.658484 12246202.727785 3645289.405521 3076634.565560 12651745.747129 4351440.342002 2361551.159725  .  2132554.930125 3326294.977900 12950167.313591 1495919.817370 3201640.060969 4700077.318513 1543296.488041 743149.547534 3484362.966168 3104960.877370 
21 3582819.409348 2794373.346566 14784212.229605 3641426.275513 598523.466541 1188452.796707 13620228.096842 14427685.827602 438562.766317 35305.098782 8982792.203986 1292517.408007 864245.757872 2731988.859787 14007713.981232 1544496.144378 4280276.668628 14391350.657947 2277410.116777 782422.245338 2132554.930125  .  1203279.373213 14682877.109068 1224974.518102 2814627.259514 2702072.924627 656099.626581 1901120.453838 4519666.055142 3336640.034526 
