param N=400;
param V1=10;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param FC=83333.3;
param M=9000000;
param CV=100000;
param U=57;
param Dem:=
0 0
1 3
2 4
3 12
4 8
5 2
6 9
7 19
8 19
9 6
10 5
;

param a:=
0 0
1 27
2 38
3 11
4 28
5 2
6 188
7 185
8 198
9 85
10 73
;

param b:=
0 1440
1 615
2 579
3 568
4 553
5 581
6 862
7 926
8 944
9 828
10 788
;

param s:=
1 45
2 34
3 35
4 30
5 34
6 35
7 37
8 35
9 43
10 32
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  3313633.167688 5112686.231327 5984563.910595 5282350.690744 6459595.743543 5972175.979490 4439673.053278 3870094.051829 4960168.707816 485558.667928 
1 3313633.167688  .  2388062.396588 2700885.056792 2110023.717876 3280696.365103 2714915.615632 1227159.358030 765262.007420 2205196.431160 3679672.231327 
2 5112686.231327 2388062.396588  .  2739886.366257 2905275.897398 3579257.108675 2905397.785158 2501149.343802 2643423.668276 182947.123508 5330476.008763 
3 5984563.910595 2700885.056792 2739886.366257  .  870725.088647 839385.018928 201787.536781 1556716.473864 2132012.272479 2657422.384567 6371248.959192 
4 5282350.690744 2110023.717876 2905275.897398 870725.088647  .  1182890.836045 762639.974038 882949.602186 1421033.514735 2776722.746332 5694208.780858 
5 6459595.743543 3280696.365103 3579257.108675 839385.018928 1182890.836045  .  685702.501089 2058622.532180 2603869.770169 3495367.462800 6875264.437823 
6 5972175.979490 2714915.615632 2905397.785158 201787.536781 762639.974038 685702.501089  .  1532606.841300 2104995.529686 2815947.403628 6368249.198171 
7 4439673.053278 1227159.358030 2501149.343802 1556716.473864 882949.602186 2058622.532180 1532606.841300  .  575322.735515 2340106.239041 4838759.101257 
8 3870094.051829 765262.007420 2643423.668276 2132012.272479 1421033.514735 2603869.770169 2104995.529686 575322.735515  .  2467048.349749 4275375.549586 
9 4960168.707816 2205196.431160 182947.123508 2657422.384567 2776722.746332 3495367.462800 2815947.403628 2340106.239041 2467048.349749  .  5186963.428635 
10 485558.667928 3679672.231327 5330476.008763 6371248.959192 5694208.780858 6875264.437823 6368249.198171 4838759.101257 4275375.549586 5186963.428635  .  
;

param t:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  39.763598 61.352235 71.814767 63.388208 77.515149 71.666112 53.276077 46.441129 59.522024 5.826704 
1 39.763598  .  28.656749 32.410621 25.320285 39.368356 32.578987 14.725912 9.183144 26.462357 44.156067 
2 61.352235 28.656749  .  32.878636 34.863311 42.951085 34.864773 30.013792 31.721084 2.195365 63.965712 
3 71.814767 32.410621 32.878636  .  10.448701 10.072620 2.421450 18.680598 25.584147 31.889069 76.454988 
4 63.388208 25.320285 34.863311 10.448701  .  14.194690 9.151680 10.595395 17.052402 33.320673 68.330505 
5 77.515149 39.368356 42.951085 10.072620 14.194690  .  8.228430 24.703470 31.246437 41.944410 82.503173 
6 71.666112 32.578987 34.864773 2.421450 9.151680 8.228430  .  18.391282 25.259946 33.791369 76.418990 
7 53.276077 14.725912 30.013792 18.680598 10.595395 24.703470 18.391282  .  6.903873 28.081275 58.065109 
8 46.441129 9.183144 31.721084 25.584147 17.052402 31.246437 25.259946 6.903873  .  29.604580 51.304507 
9 59.522024 26.462357 2.195365 31.889069 33.320673 41.944410 33.791369 28.081275 29.604580  .  62.243561 
10 5.826704 44.156067 63.965712 76.454988 68.330505 82.503173 76.418990 58.065109 51.304507 62.243561  .  
;

param E:=
[*,*,1]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  43.942004 113.503687 77.371244 63.261019 90.452195 76.731720 51.665259 51.606722 62.790440 5.702695 
1 44.488459  .  28.539202 32.854665 31.911045 34.055825 35.502304 22.104589 9.984424 27.252930 37.336593 
2 57.101926 18.264392  .  32.258326 34.682207 44.267546 33.081096 28.269125 30.878148 1.684136 74.531476 
3 66.953124 35.511382 34.054600  .  20.484149 9.911831 2.386979 21.852431 16.157179 26.207893 79.033261 
4 57.110556 29.478913 35.989482 9.521168  .  14.006238 7.829768 10.565596 18.549046 34.212235 62.678843 
5 71.556625 33.581680 41.570870 11.755620 11.877685  .  6.215577 28.777613 32.507794 54.161757 81.026659 
6 73.649716 33.554596 34.448078 2.654854 9.086905 9.373090  .  17.316166 35.488894 32.907495 79.383305 
7 44.902382 14.104259 25.237549 17.624459 10.601194 34.649393 16.481123  .  7.032716 18.070209 62.371242 
8 49.420036 7.384078 26.879254 23.933746 14.954898 31.820663 22.831099 6.104121  .  23.861776 87.984607 
9 61.693812 21.698433 1.810117 43.282416 30.013583 44.327805 25.994677 28.405693 30.771721  .  62.895103 
10 5.109480 38.461269 61.205766 83.042037 68.047227 73.647594 76.079223 50.303429 51.946238 62.548059  .  
[*,*,2]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  43.882232 55.310852 56.459866 44.202262 142.119717 97.087471 52.220742 47.323825 62.523436 6.250685 
1 37.577837  .  25.717224 33.755862 31.264058 32.004747 34.550278 16.907181 11.078258 29.315266 41.749260 
2 49.851621 23.217344  .  33.963297 33.100809 46.084193 34.142302 63.237485 35.051627 1.749357 56.263796 
3 71.387805 29.029141 40.315196  .  6.840904 10.018696 2.312832 14.897613 22.385350 42.160414 78.504193 
4 62.432503 24.969844 34.730249 10.355518  .  14.235988 6.092487 11.861859 15.213654 32.838770 63.298439 
5 80.159438 41.268269 42.259924 8.688332 16.085729  .  9.283207 18.883623 28.496841 42.118722 97.606977 
6 76.439989 31.796939 37.026386 3.421296 9.162469 10.559680  .  19.913293 28.159787 34.050440 80.242000 
7 54.944349 14.522048 38.268408 18.090236 11.150797 30.869691 22.187428  .  7.461671 24.957145 51.939565 
8 47.467889 11.239505 35.950982 23.000072 15.133379 28.156992 25.518278 5.278784  .  26.931242 40.858953 
9 70.738665 16.324981 1.902773 28.077858 24.802303 37.099923 38.914230 29.118707 25.051325  .  82.849773 
10 7.621985 48.886377 60.366651 65.902003 64.905859 100.047671 77.310930 50.679213 53.000549 60.797839  .  
[*,*,3]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  36.826885 52.579735 71.656393 56.079667 57.482289 67.632591 54.344752 58.366465 58.884436 5.801791 
1 42.813921  .  31.136366 37.822951 23.404093 33.939686 36.860357 12.995032 8.818198 33.011781 46.217753 
2 62.640901 19.860595  .  33.927773 36.449485 42.815699 46.326856 32.154175 32.451551 1.828703 66.249252 
3 66.420247 55.503784 34.451226  .  8.875346 9.561762 2.272293 19.333549 37.873914 27.552835 77.282524 
4 68.003327 24.106518 33.782710 10.257749  .  15.557844 11.565094 8.704134 20.986122 33.785905 75.506429 
5 82.848823 53.552007 40.154510 10.787105 15.610587  .  6.856349 23.886038 32.442742 54.412547 71.582251 
6 78.542097 32.551903 37.119911 2.244511 9.259897 10.528902  .  19.114325 26.944930 33.261834 74.528590 
7 65.169180 13.947190 26.663209 17.734107 11.275313 23.394640 18.524243  .  6.332618 33.743887 61.206959 
8 48.335779 10.911151 24.458521 23.585949 19.240092 29.696570 16.250214 8.424982  .  21.750263 51.474795 
9 70.770275 20.845893 2.376643 34.808098 44.155491 39.858751 34.713148 47.373676 31.615625  .  70.527165 
10 5.793929 45.413387 72.328792 86.026072 74.091807 62.898363 118.509079 62.896526 52.275654 57.576993  .  
[*,*,4]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  30.847377 62.311307 162.809467 68.670851 68.224917 105.024502 56.838565 35.966437 61.666233 6.588781 
1 37.785902  .  26.181367 35.877933 21.917419 36.827511 28.350384 16.329252 7.896494 20.837272 41.307786 
2 50.449544 49.210058  .  35.292435 36.875144 39.632705 35.387422 28.828472 30.696826 1.600817 64.038667 
3 65.301009 71.972718 29.154504  .  9.842028 10.512633 2.223940 19.099364 26.416838 30.809320 81.532111 
4 68.066789 26.849275 34.062492 12.673570  .  14.102557 6.913327 10.352706 17.493449 31.646474 69.707178 
5 68.493658 44.558138 38.918547 9.577698 17.780701  .  10.723195 22.181514 31.071139 46.666448 78.883222 
6 75.386554 32.666078 34.983125 2.838567 8.785148 7.220011  .  17.277002 21.741420 34.692438 74.556907 
7 60.677520 14.815021 27.043437 17.297083 10.775470 24.935701 16.215694  .  6.266924 24.742025 46.972271 
8 43.244371 7.265009 41.692852 27.755877 18.803064 34.780755 20.666161 8.449422  .  24.910041 37.792221 
9 57.829166 29.164458 4.445569 39.238150 22.394644 48.173895 33.660979 18.946448 35.260597  .  66.783736 
10 6.259220 29.957570 59.615489 95.747030 63.283582 71.881555 49.137080 49.307362 51.667749 63.985088  .  
[*,*,5]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  30.590188 57.538112 141.150598 40.937218 80.287419 69.459498 55.139497 42.562875 60.675298 5.640384 
1 33.580741  .  32.204065 27.982461 25.412810 38.846218 37.978074 14.983120 7.273802 27.512281 38.133830 
2 59.407280 22.534436  .  30.263725 31.587696 45.380970 35.088274 30.464807 32.130680 2.864729 72.648981 
3 77.784216 31.180221 28.245858  .  11.576286 9.826489 2.299482 16.881011 27.190946 25.716900 83.380099 
4 56.404271 26.050763 35.706596 10.079168  .  14.931806 7.724889 12.707853 15.102055 37.866897 67.755880 
5 88.782329 33.663194 41.726938 5.792587 15.285808  .  12.027225 19.281353 30.571742 32.616110 69.784820 
6 71.331377 32.785542 35.510674 2.195968 8.729963 9.229982  .  18.306324 35.294323 33.240307 73.758415 
7 46.525837 15.294604 31.313424 17.941956 9.593102 20.966883 22.816661  .  7.073427 28.964294 52.042835 
8 46.886647 11.559569 30.626408 28.366508 19.688317 31.775735 34.807396 4.744998  .  36.433612 76.207152 
9 52.733917 38.528095 2.501640 31.541208 31.662139 40.561112 56.256939 31.260802 28.307332  .  97.361244 
10 5.161397 49.114181 60.039282 55.059379 68.204327 98.123640 74.111218 51.262630 48.767551 62.313037  .  
[*,*,6]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  37.134938 61.601168 53.149489 50.901181 102.382096 70.961177 52.344761 45.231391 68.608888 5.799122 
1 38.643034  .  29.350911 25.816552 24.598357 40.792131 29.199956 13.168086 10.596569 34.793419 53.909146 
2 69.852063 47.851776  .  30.021432 37.397315 39.865314 32.580241 28.531556 32.010710 3.195613 82.490538 
3 75.004697 32.898361 30.367131  .  8.391193 9.677724 2.444147 18.120170 20.421624 21.271820 84.980320 
4 58.666879 26.120686 36.711507 11.567826  .  14.641409 7.106289 8.879705 15.362831 33.932361 66.069298 
5 61.419463 43.716755 41.219336 9.607493 17.245879  .  7.029992 24.150039 29.966116 52.506411 82.433842 
6 75.705777 35.039698 34.736446 3.178805 10.069574 9.273613  .  18.151120 19.560243 34.906314 74.823840 
7 52.831740 15.020522 33.738599 18.234159 11.048915 28.458067 15.579140  .  6.546079 44.103829 70.466587 
8 47.080766 9.947310 29.470499 30.583835 16.709497 27.338146 38.257132 6.987995  .  27.209962 49.307540 
9 65.155144 28.282863 2.202086 44.655852 27.963940 39.595634 72.128914 25.581685 27.278997  .  62.383059 
10 5.120820 41.938902 57.955886 78.127671 68.222196 76.956244 142.919127 52.596742 54.500970 64.623558  .  
[*,*,7]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  43.123266 88.759270 52.159089 102.076560 77.264646 101.254273 49.549391 53.855878 59.851580 5.158553 
1 37.055890  .  24.005778 32.691469 22.847804 32.626992 20.944973 17.232912 8.879074 25.962587 41.912798 
2 64.830110 26.191098  .  31.808808 35.331578 42.897056 33.936766 25.484476 32.484133 1.506207 85.203061 
3 80.235680 31.590288 34.758640  .  12.599511 10.120808 2.375372 15.968398 21.802136 31.102062 71.432353 
4 62.173033 24.713716 36.012490 8.700935  .  13.355096 13.552634 7.626778 15.972111 34.280888 51.233180 
5 69.421446 41.463259 43.164575 11.465031 11.808867  .  7.572336 23.066715 31.029998 54.701934 81.278210 
6 67.679021 30.735716 34.008409 2.866095 9.928464 8.046427  .  19.517145 17.778578 35.669463 78.816212 
7 68.598857 16.701749 38.806678 17.980889 10.303701 17.914432 22.152933  .  6.540714 36.079964 59.858802 
8 43.784967 10.772741 29.466900 23.880454 17.020455 28.192041 25.540988 5.721678  .  26.544005 49.569343 
9 62.850411 35.879345 6.707176 28.585242 25.320811 43.952985 28.736018 28.022512 26.840396  .  82.974763 
10 6.140085 46.570179 56.050689 86.889037 64.970109 77.967473 54.527609 54.687298 48.681138 57.379483  .  
[*,*,8]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  105.592015 87.820458 60.465080 73.391428 117.776570 58.269812 54.150298 44.283270 58.405684 5.429134 
1 43.272274  .  33.505060 52.379469 22.384963 37.179544 28.341234 24.242437 9.887875 29.777548 40.548790 
2 59.813072 24.469284  .  34.486650 34.825841 48.505752 34.941148 21.291070 32.067998 3.023587 81.577024 
3 80.385911 31.869461 32.824436  .  8.766510 9.731102 2.454424 16.905318 20.904604 46.840876 77.639820 
4 59.747805 26.889269 33.812777 11.289198  .  13.680173 11.573790 11.388699 19.490099 33.046900 68.379973 
5 73.900145 40.891638 46.802332 8.165041 16.996441  .  7.116726 24.345801 30.926446 45.917901 103.123344 
6 74.674023 31.446484 35.769666 2.705356 9.627998 7.790806  .  18.777758 21.338032 33.852908 78.422216 
7 48.964230 15.752045 22.744390 18.091007 10.475124 27.505747 15.689087  .  7.490111 27.046781 71.484706 
8 49.106120 9.563487 26.758737 34.930367 17.887709 32.525834 24.414587 5.652030  .  22.664817 42.523297 
9 54.589934 20.016593 2.298587 40.795012 31.732857 43.382864 51.610983 25.174510 24.362865  .  49.490428 
10 5.057962 57.186164 56.237822 95.834179 64.045314 90.767137 76.201828 52.778090 50.744588 68.149155  .  
[*,*,9]:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	:=
0  .  33.550633 56.807532 59.111783 69.187372 119.149987 76.064461 57.453005 59.440245 57.972704 6.017894 
1 44.560201  .  28.366730 21.440274 23.599513 66.219295 49.736418 14.156193 9.293014 25.918567 45.838754 
2 54.577967 36.729254  .  33.193163 37.479055 42.813027 46.954701 30.270331 31.621204 2.143234 66.138475 
3 80.175095 20.527521 48.719480  .  8.396722 9.794160 2.491827 19.667938 29.859602 28.394689 78.936002 
4 64.514104 26.510688 35.287686 9.252454  .  13.655719 7.967083 22.523902 14.327177 31.374133 75.619840 
5 63.710832 45.259101 44.387997 11.903415 13.191841  .  7.561006 30.045787 32.621027 35.256983 83.790289 
