param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=150;
param Dem:=
0 0
1 6
2 4
3 11
4 16
5 8
6 16
7 8
8 5
9 7
10 19
11 8
12 50
13 12
14 2
15 8
16 6
17 8
18 2
19 11
20 12
21 10
22 6
23 6
24 7
25 13
26 13
27 13
28 2
29 4
30 1
;

param a:=
0 0
1 10
2 8
3 0
4 2
5 4
6 9
7 5
8 6
9 9
10 7
11 10
12 0
13 10
14 10
15 10
16 117
17 283
18 114
19 319
20 183
21 133
22 112
23 153
24 333
25 136
26 123
27 396
28 270
29 51
30 200
;

param b:=
0 1440
1 504
2 560
3 595
4 578
5 522
6 502
7 501
8 561
9 526
10 547
11 557
12 546
13 529
14 580
15 497
16 794
17 951
18 829
19 1072
20 886
21 795
22 780
23 915
24 1087
25 896
26 885
27 1075
28 931
29 740
30 952
;

param s:=
1 45
2 39
3 37
4 38
5 41
6 36
7 36
8 34
9 35
10 32
11 30
12 30
13 44
14 34
15 41
16 43
17 44
18 40
19 39
20 44
21 43
22 37
23 43
24 31
25 42
26 39
27 43
28 35
29 30
30 38
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  4927612.347781 1743399.168292 4632575.614062 11600266.867620 2665855.976980 2075258.338135 3879360.964128 3127311.722550 4947047.559909 5580846.445657 6088000.949409 2594541.026848 4401174.615941 4757301.211822 950325.823073 3746217.262787 417736.088937 1977081.542697 11341257.477458 4514932.514446 9830680.371165 3760147.457215 5967640.478447 4276935.464793 5100185.071152 5263415.554562 5927733.729681 2423828.550042 2557382.978750 10601173.081034 
1 4927612.347781  .  4250644.192355 788907.529435 16498653.079873 3689374.226071 3831777.522247 1205734.514725 4074536.758946 1008066.451183 10466048.155823 1190662.660034 2938718.865424 660569.489153 210873.729990 5831013.664879 2376887.092396 5158313.287306 3546405.961544 16242199.492680 441386.112151 14723999.319818 2368751.453825 10546306.442068 935605.579291 1002124.488275 357629.431116 1049328.480506 3827327.162655 3781808.251353 15485195.290123 
