param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=135;
param Dem:=
0 0
1 8
2 2
3 17
4 6
5 6
6 10
7 5
8 7
9 6
10 8
11 6
12 5
13 33
14 45
15 23
16 14
17 7
18 4
19 5
20 19
21 13
22 7
23 2
24 8
25 20
26 7
27 2
28 5
29 1
30 8
;

param a:=
0 0
1 3
2 5
3 5
4 5
5 5
6 1
7 5
8 6
9 5
10 0
11 4
12 5
13 5
14 6
15 5
16 302
17 202
18 277
19 181
20 225
21 310
22 258
23 335
24 196
25 320
26 277
27 130
28 132
29 280
30 355
;

param b:=
0 1440
1 579
2 502
3 528
4 563
5 514
6 534
7 551
8 490
9 573
10 579
11 545
12 583
13 590
14 529
15 506
16 1008
17 916
18 966
19 954
20 992
21 978
22 928
23 1004
24 956
25 1011
26 992
27 836
28 858
29 1045
30 1099
;

param s:=
1 39
2 42
3 43
4 40
5 35
6 33
7 37
8 31
9 35
10 30
11 31
12 37
13 38
14 31
15 44
16 42
17 30
18 32
19 43
20 32
21 30
22 36
23 34
24 36
25 30
26 43
27 30
28 43
29 33
30 30
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  3117031.154801 3698095.036637 1243583.825080 5162877.024489 3275347.599842 4045187.472788 3967478.137306 5690305.883694 3390696.217593 8758741.049375 5703196.331883 3173663.354863 5878252.867137 10915895.967350 708174.590055 1214835.762562 11283712.549511 1145853.917391 4235088.278891 5978821.346219 6266945.758502 4040894.814271 2706276.536129 3879360.964128 1524538.700722 5889349.428417 3336565.103516 3842556.520079 6251826.569891 6586279.017776 
1 3117031.154801  .  1750716.527597 3921212.956472 2733572.038561 815009.161171 3040375.629754 2923140.559398 4411199.361852 2093768.779020 10755905.760558 4843545.207800 1718487.756721 4796453.282374 12588895.294266 3781294.261229 3574751.550807 12917530.942096 4073283.582075 2790660.145915 4922999.286004 5355256.296388 2663761.505841 490603.679155 2962251.435986 3817204.077594 4938951.505127 2515653.785798 3209443.816302 5337890.047575 5313809.258903 
