param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=81;
param Dem:=
0 0
1 5
2 5
3 9
4 6
5 1
6 2
7 11
8 8
9 10
10 12
11 2
12 2
13 27
14 4
15 13
16 2
17 3
18 14
19 11
20 13
21 5
22 17
23 2
24 14
25 9
26 8
27 11
28 10
29 4
30 14
;

param a:=
0 0
1 16
2 12
3 12
4 16
5 13
6 13
7 14
8 17
9 16
10 16
11 16
12 1
13 9
14 16
15 5
16 235
17 146
18 175
19 332
20 66
21 304
22 106
23 332
24 67
25 160
26 74
27 315
28 279
29 103
30 217
;

param b:=
0 1440
1 508
2 597
3 600
4 521
5 575
6 568
7 523
8 527
9 500
10 551
11 529
12 512
13 574
14 557
15 605
16 906
17 824
18 902
19 1047
20 841
21 1018
22 874
23 1070
24 769
25 919
26 759
27 1047
28 963
29 861
30 887
;

param s:=
1 38
2 32
3 39
4 34
5 42
6 30
7 31
8 38
9 41
10 37
11 36
12 35
13 34
14 38
15 34
16 42
17 31
18 45
19 31
20 39
21 33
22 37
23 34
24 30
25 41
26 43
27 41
28 33
29 39
30 33
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  2833563.357329 6425535.710740 3288367.804854 3889004.650293 4075257.304760 6260759.986615 2829229.676078 4218451.802498 4632913.473183 4245326.499811 1448163.996238 10366880.535897 1523267.583191 2897107.695616 3331325.180765 7636108.292187 5089313.873205 1501044.279827 5910346.958513 6289405.416254 4356916.199561 4802111.910399 4757301.211822 3798341.956696 5356899.484777 2508216.436036 6285622.745600 4097687.295292 2380417.379369 6081996.950016 
1 2833563.357329  .  3837671.831984 823621.879263 1544697.410498 1591155.077294 3747192.811959 5590461.492578 1850806.842974 2197875.531053 2013170.695694 2597377.234827 12905822.158963 3052119.999279 708234.495065 514071.006769 4944981.703707 2346776.725639 2920585.942923 3376197.726733 3769967.985275 1850222.821716 2328780.148490 2409703.093744 1567975.637566 2840653.398428 811804.908830 3812692.618085 1350143.729386 1365834.543420 3662687.739898 
