param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=315;
param Dem:=
0 0
1 10
2 2
3 16
4 23
5 105
6 4
7 3
8 3
9 11
10 4
11 8
12 14
13 1
14 4
15 1
16 4
17 6
18 6
19 5
20 7
21 27
22 6
23 21
24 7
25 4
26 2
27 6
28 2
29 8
30 6
;

param a:=
0 0
1 13
2 5
3 4
4 9
5 14
6 12
7 14
8 3
9 4
10 16
11 7
12 6
13 14
14 16
15 1
16 108
17 127
18 93
19 124
20 403
21 458
22 216
23 255
24 383
25 282
26 414
27 273
28 65
29 335
30 169
;

param b:=
0 1440
1 586
2 598
3 601
4 489
5 526
6 556
7 598
8 566
9 499
10 496
11 515
12 522
13 600
14 540
15 577
16 791
17 862
18 821
19 827
20 1114
21 1190
22 906
23 947
24 1148
25 969
26 1168
27 991
28 773
29 1078
30 860
;

param s:=
1 44
2 41
3 41
4 41
5 38
6 33
7 38
8 40
9 38
10 35
11 36
12 38
13 36
14 44
15 36
16 42
17 39
18 31
19 43
20 31
21 43
22 32
23 30
24 41
25 32
26 45
27 35
28 32
29 41
30 31
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  2889170.406882 11312773.098140 1470810.660826 4151051.098216 4690307.197828 10149981.892102 10974388.220762 3970288.374917 3576465.809986 5402935.056060 4701097.209163 3155504.012040 3066461.454185 10571345.080925 4973605.623690 731407.246341 10933500.059908 5703196.331883 4235088.278891 2601252.769340 3582819.409348 4601540.304072 11217752.862316 3769296.789854 5694069.515733 6203096.666182 3390696.217593 2045634.576360 950325.823073 1161707.725721 
1 2889170.406882  .  12756701.597592 4000265.196209 3315490.024114 3886643.699904 11609015.061150 12370188.151358 3203759.781881 2817874.328284 7676629.886871 4047280.525242 1930927.385999 205786.321217 11926528.179651 4269787.135209 3224809.606783 12342985.888350 4954503.845997 2915684.182143 711325.783309 2794373.346566 3968317.735515 12644191.433223 1960834.396373 3345184.474734 5264487.888674 2170315.663677 1378237.432375 3677570.074111 3587893.264856 
