param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=4;
param M=9000000;
param CV=100000;
param U=105;
param Dem:=
0 0
1 6
2 4
3 3
4 6
5 4
6 6
7 1
8 15
9 8
10 1
11 10
12 12
13 5
14 14
15 6
16 4
17 8
18 19
19 7
20 4
21 2
22 7
23 12
24 9
25 35
26 10
27 10
28 6
29 3
30 13
;

param a:=
0 0
1 0
2 3
3 1
4 1
5 2
6 4
7 1
8 4
9 1
10 5
11 0
12 1
13 4
14 0
15 2
16 377
17 195
18 153
19 311
20 47
21 211
22 361
23 323
24 184
25 174
26 338
27 102
28 214
29 280
30 36
;

param b:=
0 1440
1 558
2 596
3 487
4 588
5 599
6 544
7 569
8 569
9 594
10 575
11 599
12 509
13 520
14 588
15 494
16 1060
17 890
18 878
19 1033
20 818
21 896
22 1082
23 1077
24 870
25 946
26 1035
27 773
28 982
29 973
30 718
;

param s:=
1 43
2 41
3 44
4 40
5 44
6 32
7 30
8 34
9 36
10 34
11 39
12 31
13 30
14 38
15 36
16 37
17 40
18 30
19 38
20 37
21 36
22 42
23 40
24 30
25 35
26 37
27 38
28 32
29 40
30 31
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  3769355.988760 5818302.735334 10807951.332237 3259670.403584 10741198.481548 2354638.082594 2078158.706644 2510607.930363 3064952.293267 517925.834459 5227622.329511 10823791.043807 3209986.847325 2962871.527758 4154591.307217 6194707.594391 4624654.711435 1672221.809450 3325166.565753 1977426.515512 3753803.985293 5107350.436381 5748304.846648 2973228.793753 890612.401665 3021054.400371 4045454.818682 2705233.967700 10583514.286380 3247622.530406 
1 3769355.988760  .  2695646.655257 14005217.676638 2000432.065830 13965172.080930 6024351.424842 1703655.910095 1677260.483646 1622030.224749 3887039.809418 2705514.348511 14028803.300710 1723904.884267 875065.266137 808568.178943 3519918.898213 1616927.088647 3953601.665570 1215423.761492 1792213.554030 18100.000000 2708884.303546 3012226.727854 6731237.705653 4571910.080043 1749224.062263 1708545.234988 1596406.304798 13816309.849594 1370319.499241 
