param V1=30;
param COST_cm=0.00451414;
param COST_min=2000;
param K1=3;
param M=9000000;
param CV=100000;
param U=186;
param Dem:=
0 0
1 7
2 20
3 16
4 6
5 1
6 62
7 18
8 7
9 7
10 2
11 52
12 5
13 6
14 3
15 3
16 5
17 10
18 6
19 3
20 6
21 7
22 5
23 6
24 4
25 4
26 1
27 2
28 12
29 13
30 10
;

param a:=
0 0
1 7
2 2
3 0
4 5
5 4
6 7
7 2
8 7
9 4
10 7
11 0
12 4
13 2
14 8
15 0
16 322
17 58
18 140
19 150
20 360
21 161
22 143
23 174
24 61
25 60
26 68
27 46
28 378
29 267
30 181
;

param b:=
0 1440
1 548
2 525
3 591
4 544
5 515
6 534
7 504
8 523
9 514
10 574
11 595
12 500
13 574
14 488
15 524
16 1057
17 775
18 841
19 853
20 1029
21 846
22 832
23 907
24 780
25 823
26 797
27 727
28 1107
29 928
30 930
;

param s:=
1 42
2 30
3 36
4 36
5 37
6 42
7 35
8 31
9 38
10 35
11 33
12 30
13 39
14 41
15 33
16 44
17 43
18 39
19 31
20 30
21 33
22 42
23 42
24 38
25 39
26 31
27 40
28 40
29 41
30 43
;

param D:
 0	 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22	 23	 24	 25	 26	 27	 28	 29	 30	:=
0  .  2531713.303279 1400965.302925 2075258.338135 5408629.883806 5171697.126669 3243833.004333 743701.929539 4013534.249262 10788543.256622 2423828.550042 4218057.226971 5448809.008398 2398589.493848 5558849.251419 2055345.462447 6366386.888181 11661072.476406 5232243.230203 1235818.048905 5603588.958873 4335000.333333 11284278.193132 4236152.217520 3260019.547487 6350254.924804 3129460.787420 11106620.698034 5393901.071581 10792226.499198 9830680.371165 
1 2531713.303279  .  2658688.814059 3118303.448993 2885358.669213 2695408.900334 1014259.754698 2760676.158118 2295217.013705 12665515.111909 533255.257827 2102926.922173 2917723.825176 148990.771526 3860736.469898 3045241.510948 4679426.308855 13583609.801890 2736343.401330 3108069.555206 3076693.551526 2904497.436735 13198401.644517 2464046.655402 1157064.216023 4688556.315114 969219.196054 13018718.059778 3827130.405408 12709979.075514 11739501.405511 
